Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
GMB_000005,Babucarr Jassey,Gambia,Bakau Health Centre,Panel,Kanifing,Bakau,SECONDARY,GMB,13.4763972,-16.6854501,47,1.7,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,18564
GMB_000129,Lamin Manjang,Gambia,Brikama District Hospital,Panel,West coast,Brikama,TERTIARY,GMB,13.2737283,-16.6482399,19.7,4.6,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,203785
GMB_000009,Babucarr Jassey,Gambia,Brufut Health Centre,Panel,West coast,Brufut,SECONDARY,GMB,13.382336,-16.7559129,40.8,1,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,67838
GMB_000029,Joseph W. Jatta,Gambia,Sukuta Health Centre,Panel,West coast,Sukuta,SECONDARY,GMB,13.416762,-16.7054437,48.2,4.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,132963
GMB_000082,Babucarr Jassey,Gambia,Jurunku Health Post,Random,North Bank,Jurunku,PRIMARY,GMB,13.4176689,-16.2546517,37.9,3.1,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,9
GMB_000017,Elizabeth Barrai,Gambia,Leman Street Clinic,Random,Banjul,Banjul,PRIMARY,GMB,13.4471218,-16.5744911,32.8,1.6,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,OUTPATIENT ONLY,PRIMARY,4462
GMB_000024,Elizabeth Barrai,Gambia,Pakala Private Clinic,Random,Banjul,Banjul,SECONDARY,GMB,13.4476032,-16.5742497,-7.4,2.8,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9
GMB_000007,Susan Sambou,Gambia,Banjulinding Health Centre,Panel,West coast,Banjulinding,SECONDARY,GMB,13.3760648,-16.6541001,63.5,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,76510
GMB_000004,Susan Sambou,Gambia,BAFROW Clinic,Random,Kanifing,Serekunda,SECONDARY,GMB,13.4341195,-16.6778108,42.8,4.1,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9
GMB_000049,Susan Sambou,Gambia,Njoben Village Clinic,Random,Central River,Njoben,PRIMARY,GMB,13.7766158,-14.9814184,0,3100,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,10594
GMB_000037,Susan Sambou,Gambia,Firdawsy Health Post,Random,Central River,Firdawsy,PRIMARY,GMB,13.7591193,-14.9222767,0,3700,HEALTH POST,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,4148
GMB_000021,Elizabeth Barrai,Gambia,New Jeshwang Community Clinic,Random,Kanifing,New Jeshwang,SECONDARY,GMB,13.4430374,-16.6713535,38.3,4.4,COMMUNITY CLINIC,,COMMUNITY,,URBAN,OUTPATIENT ONLY,PRIMARY,9
GMB_000003,Elizabeth Barrai,Gambia,Ahamed Clinic,Random,Banjul,Banjul,SECONDARY,GMB,13.4508851,-16.6819027,45.7,3.7,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,9816
GMB_000030,Elizabeth Barrai,Gambia,Westfield Clinic,Random,Kanifing,Serekunda,SECONDARY,GMB,13.4447178,-16.6752145,41,2.5,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
GMB_000022,Elizabeth Barrai,Gambia,New Yundum Health Post,Panel,West coast,New Yundum,SECONDARY,GMB,13.3436184,-16.6693199,53.3,2.6,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,48312
GMB_000028,Elizabeth Barrai,Gambia,Sinchu Balia Health Post,Random,West coast,Sinchu Balia,PRIMARY,GMB,13.3948589,-16.6809553,48.8,2,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,37765
GMB_000035,Joseph W. Jatta,Gambia,Chamen Health Centre,Random,Central River,Chamen,SECONDARY,GMB,13.7119928,-15.1629448,45.8,4,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,12039
GMB_000008,Joseph W. Jatta,Gambia,Bijilo Clinic,Random,West coast,Bijilo,SECONDARY,GMB,13.4218841,-16.7268881,53.9,23.2,HEALTH CENTRE,,NGO/NOT-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
GMB_000108,Joseph W. Jatta,Gambia,Diabugu Health Centre,Panel,Upper River,Diabugu,SECONDARY,GMB,13.3868409,-14.4020948,47.3,44.8,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,30052
GMB_000011,Babucarr Jassey,Gambia,Edward Francis Small Teaching Hospital EFSTH,Panel,Banjul,Banjul,TERTIARY,GMB,13.4569491,-16.5781397,34.4,3.8,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
GMB_000025,Babucarr Jassey,Gambia,SOS Clinic,Random,Kanifing,Bakoteh,SECONDARY,GMB,13.4372677,-16.6979872,41.3,4.6,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,URBAN,OUTPATIENT ONLY,SECONDARY,9
GMB_000027,Babucarr Jassey,Gambia,Sharab Medical Clinic,Random,Kanifing,Kanifing,SECONDARY,GMB,13.4656176,-16.6710351,43.7,2.2,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
GMB_000087,Susan Sambou,Gambia,Medina Serign Mass Clinic,Random,North Bank,Medina Serign Mass,SECONDARY,GMB,13.4866125,-16.4129629,38.8,3.9,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,SECONDARY,4493
GMB_000134,Alhagie Bah,Gambia,Jambur Community Clinic,Random,West coast,Jambur,PRIMARY,GMB,13.3147552,-16.7057383,48.7,3.9,COMMUNITY CLINIC,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,OUTPATIENT ONLY,PRIMARY,4570
GMB_000148,Lamin Manjang,Gambia,Remis Private Clinic,Random,West coast,,SECONDARY,GMB,13.1773852,-16.6577462,17.6,4.7,CLINIC/DISPENSARY,,NGO/NOT-FOR-PROFIT,,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,9
