Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
MWI_001563,Edna Kapindula,Malawi,Mtengowanthenga Community Hospital,Random,Central East Zone,Dowa,SECONDARY,MWI,-13.6714948,33.7759751,1358.3,5,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,80172
MWI_000769,Andrew Wavisanga Mvula,Malawi,Madisi Mission Hospital,Panel,Central East Zone,Dowa,SECONDARY,MWI,-13.407216,33.6075605,1126.4,4.3,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,23848
MWI_000350,Edna Kapindula,Malawi,Dowa District Hospital,Panel,Central East Zone,Dowa,SECONDARY,MWI,-13.6553065,33.9370345,1381.8,5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,38340
MWI_001293,Juvensio A Galagade,Malawi,Queen Elizabeth Central Hospital,Panel,South West Zone,Blantyre,TERTIARY,MWI,-15.8017112,35.0200895,1083.4,4.9,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,3821
MWI_001046,Juvensio A Galagade,Malawi,Mulanje Mission Hospital,Panel,South East Zone,Mulanje,SECONDARY,MWI,-16.0210746,35.4644169,667.7,5,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,100000
MWI_001013,Lusubilo Musopole Mwakasugula,Malawi,Mponela Rural Hospital,Panel,Central East Zone,Dowa,SECONDARY,MWI,-13.5325638,33.7371332,1222.3,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,100326
MWI_000237,SNORRIA KUMPASA,Malawi,Chingadzi Rural Hospital,Random,South West Zone,Thyolo,SECONDARY,MWI,-15.918217,35.2059619,876.5,5,OTHER (SPECIFY),Rural Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8375
MWI_001422,Juvensio A Galagade,Malawi,Thuchila Health Centre,Random,South East Zone,Mulanje,PRIMARY,MWI,-15.9181484,35.3574504,693.4,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,43035
MWI_000136,Prince Kaude,Malawi,Chavala Health Centre,Random,South West Zone,Blantyre,PRIMARY,MWI,-15.833894,34.8342766,419.4,4.6,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,15702
MWI_001038,Andrew Wavisanga Mvula,Malawi,Mtosa Health Centre,Random,Central East Zone,Nkhotakota,PRIMARY,MWI,-13.4387853,34.2739819,566.6,4.6,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,17674
MWI_000963,Juvensio A Galagade,Malawi,Mlanda Health Centre,Random,Central West Zone,Ntcheu,PRIMARY,MWI,-14.4787298,34.4597616,1497.6,5,HEALTH CENTRE,,MISSION/FAITH-BASED,,RURAL,OUTPATIENT ONLY,PRIMARY,7192
MWI_001225,SNORRIA KUMPASA,Malawi,Ntcheu District Hospital,Panel,Central West Zone,Ntcheu,SECONDARY,MWI,-14.81723,34.6380163,1155,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,67285
MWI_001045,Prince Kaude,Malawi,Mulanje District Hospital,Panel,South East Zone,Mulanje,SECONDARY,MWI,-16.0254125,35.5072873,638.2,4.6,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,44448
MWI_001444,Prince Kaude,Malawi,Tsangano Health Centre,Random,Central West Zone,Ntcheu,PRIMARY,MWI,-15.173871,34.6110745,1592.4,4.8,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,41819
MWI_000007,Lusubilo Musopole Mwakasugula,Malawi,ABC Comm. Hospital,Random,Central West Zone,Lilongwe,SECONDARY,MWI,-13.9682477,33.7412953,1061.2,4.7,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9
MWI_001226,Vivian Kacheche,Malawi,Ntchisi District Hospital,Random,Central East Zone,Ntchisi,SECONDARY,MWI,-13.3635461,33.9106438,1365.9,4.8,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,63000
MWI_000877,Andrew Wavisanga Mvula,Malawi,Mbang'ombe 2 Health Centre,Random,Central West Zone,Lilongwe,PRIMARY,MWI,-14.1696119,33.3793503,1257.6,4.1,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,26893
MWI_000542,Andrew Wavisanga Mvula,Malawi,Kanyama Health Centre,Random,Central West Zone,Dedza,PRIMARY,MWI,-14.2396326,34.3236478,1567.6,3.9,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,25954
MWI_000528,Edna Kapindula,Malawi,Kamuzu Barracks Hospital,Random,Central West Zone,Lilongwe,SECONDARY,MWI,-13.981691,33.821248,1087.8,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,26934
MWI_001428,Lusubilo Musopole Mwakasugula,Malawi,Thyolo District Hospital,Panel,South West Zone,Thyolo,SECONDARY,MWI,-16.068524,35.1475677,926.4,4.5,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,63731
MWI_000122,Edna Kapindula,Malawi,Bwaila Hospital,Panel,Central West Zone,Lilongwe,SECONDARY,MWI,-13.9914754,33.7745429,1038.8,4.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,130615
MWI_000529,Lusubilo Musopole Mwakasugula,Malawi,Kamuzu Central Hospital,Panel,Central West Zone,Lilongwe,TERTIARY,MWI,-13.976619,33.7857015,1048.5,5,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,27325
MWI_000496,Juvensio A Galagade,Malawi,Kalemba Community Hospital,Random,South West Zone,Nsanje,SECONDARY,MWI,-16.5755244,35.1119776,47.2,5,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,38701
MWI_000273,SNORRIA KUMPASA,Malawi,Chisitu Health Centre,Random,South East Zone,Mulanje,PRIMARY,MWI,-16.0010307,35.432986,687.6,4.6,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,30718
MWI_000637,Vivian Kacheche,Malawi,Kochilira Rural Hospital,Random,Central West Zone,Mchinji,SECONDARY,MWI,-13.7818819,33.0440919,1050,5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,37238
MWI_000855,Edna Kapindula,Malawi,Matapila Health Centre,Random,Central West Zone,Lilongwe,PRIMARY,MWI,-14.0111023,33.9749742,1172.1,4.8,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,36291
MWI_000436,Vivian Kacheche,Malawi,Gotha Estate Clinic,Random,South West Zone,Thyolo,PRIMARY,MWI,-16.0926085,35.1898418,786.2,4.7,CLINIC/DISPENSARY,,OTHER (SPECIFY),Eastern produce Malawi,RURAL,OUTPATIENT ONLY,PRIMARY,1550
MWI_000947,Vivian Kacheche,Malawi,Mkanda Health Centre,Random,Central West Zone,Mchinji,PRIMARY,MWI,-13.5145564,32.9604822,1084.3,4.4,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,49453
