Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_000194,Chikweo Health Centre,South East Zone,Machinga,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,110850,100,100,100,100,100,70.09722222222221,85.33333333333333,"[50.0, 60.0, 60.0, 50.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",56.0,100.0,100.0,54.86111111111111,"[83.33333333333333, 47.22222222222222, 25.0, 63.888888888888886]","[100, 100, 100, 50, 100, 100, 100, 100, 0, 100, 50, 50, 25, 0, 100, 0, 100, 0, 50, 25, 50, 0, 0, 100, 0, 0, 0, 100, 100, 75, 100, 0, 100, 0, 100, 0]",87.5,68.75,68.75,43.75,25.0,100.0,25.0,75.0,0.0,50.0,"[0, 100, 0, 100]",100,0.0,100.0,0.0,100.0,66.66666666666667,100.0,,100.0,0.0,35.0,5,"[50.0, 25.0, 50.0, 0.0, 50.0]",20.0,60.0,0.0,60.0,73.21294930185816,66.66666666666667,50.0,100.0,40.0,95.82397844634036,80.0,80.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,37.03703703703704,"[100, 0, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 100]",37.03703703703704,,17.741935483870968,62.0,11.0
MWI_001509,Zomba Central Hospital,South East Zone,Zomba,TERTIARY,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,5157,100,100,100,100,100,55.23232323232324,51.57575757575758,"[70.0, 60.0, 70.0, 60.0, 63.63636363636363, 0.0, 50.0, 0.0, 50.0, 0.0, 100.0, 100.0, 50.0, 50.0, 50.0]",64.72727272727272,20.0,70.0,58.88888888888889,"[58.333333333333336, 63.888888888888886, 55.55555555555556, 55.55555555555556, 61.111111111111114]","[75, 75, 75, 100, 100, 0, 0, 100, 0, 100, 100, 25, 100, 50, 100, 0, 100, 0, 75, 50, 0, 75, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 0, 0, 100, 50, 50, 50, 100, 100, 100, 0, 0]",90.0,75.0,50.0,85.0,50.0,80.0,40.0,60.0,0.0,25.0,"[100, 0, 0, 0]",100,100.0,0.0,0.0,0.0,50.00000000000001,100.0,66.66666666666667,60.0,0.0,15.0,5,"[0.0, 25.0, 0.0, 50.0, 0.0]",0.0,20.0,0.0,40.0,77.24259025143981,50.00000000000001,77.77777777777779,100.0,100.0,92.92035398230088,20.0,100.0,0.0,"[0, 0, 0, 0, 0]",66.66666666666666,57.142857142857146,100.0,100.0,100.0,0.0,0.0,100.0,0.0,50.0,100.0,0.0,81.48148148148148,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100]",81.48148148148148,,,999.0,999.0
MWI_001522,Osiyana,South West Zone,Nsanje,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,16371,100,0,100,100,100,62.33333333333333,43.0,"[60.0, 50.0, 60.0, 60.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0]",56.0,30.0,,81.66666666666666,"[94.44444444444444, 77.77777777777777, 69.44444444444444, 83.33333333333333, 83.33333333333333]","[100, 100, 75, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 25, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0]",100.0,100.0,90.0,100.0,65.0,100.0,60.0,100.0,20.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,5,"[50.0, 25.0, 75.0, 0.0, 100.0]",80.0,20.0,60.0,40.0,83.63480779357558,66.66666666666667,100.0,100.0,40.0,95.14218009478674,,100.0,60.0,"[100, 0, 100, 0, 100]",83.33333333333334,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,54.54545454545455,"[100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100]",,54.54545454545455,47.368421052631575,57.0,27.0
MWI_001092,Mzambazi Community Hospital,North Zone,Mzimba,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,27176,100,100,100,100,100,62.28472222222222,42.0,"[50.0, 50.0, 40.0, 50.0, 40.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",46.0,30.0,50.0,82.56944444444444,"[83.33333333333333, 80.55555555555556, 90.625, 80.55555555555556, 77.77777777777777]","[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, nan, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,37.5,4,"[50.0, 0.0, 25.0, 75.0]",50.0,75.0,0.0,25.0,65.11511921841908,66.66666666666667,50.0,100.0,40.0,99.13916786226686,100.0,0.0,0.0,"[0, 0, 0, 0]",100.0,85.71428571428571,100.0,100.0,0.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,37.03703703703704,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",37.03703703703704,,32.55813953488372,129.0,42.0
MWI_001216,Nsanje District Hospital,South West Zone,Nsanje,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,44.31944444444444,36.0,"[60.0, 80.0, 50.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",58.0,0.0,50.0,52.63888888888889,"[61.111111111111114, 68.75, 55.55555555555556, 30.555555555555557, 47.22222222222222]","[100, 100, 100, 100, 50, 0, 0, 100, 0, 100, 100, 0, 100, 50, 100, 0, 100, nan, 100, 100, 75, 100, 25, 0, 0, 100, 0, 100, 50, 0, 100, 25, 0, 0, 0, 0, 100, 100, 0, 100, 25, 0, 0, 100, 0]",100.0,90.0,35.0,100.0,35.0,20.0,0.0,80.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,73.33333333333334,100.0,100.0,80.0,40.0,35.0,5,"[25.0, 25.0, 50.0, 25.0, 50.0]",0.0,40.0,100.0,0.0,68.77572119393031,73.33333333333334,,,80.0,90.54527263631816,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,55.55555555555556,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,,999.0,999.0
MWI_001319,Sankhulani Health Centre,South West Zone,Nsanje,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,21583,100,100,100,100,100,53.55059523809524,49.333333333333336,"[60.0, 60.0, 60.0, 80.0, 80.0, 50.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",68.0,30.0,50.0,57.767857142857146,"[40.625, 85.71428571428571, 78.125, 40.625, 43.75]","[100, 100, 25, nan, 0, 0, 0, 100, 0, 100, 100, 100, nan, nan, 100, 100, 100, 0, 100, 100, 0, nan, 25, 100, 100, 100, 100, 100, 100, 25, nan, 0, 0, 0, 100, 0, 100, 100, 25, nan, 25, 0, 0, 100, 0]",100.0,100.0,35.0,,12.5,40.0,40.0,100.0,20.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,73.33333333333334,100.0,,100.0,20.0,30.0,5,"[25.0, 25.0, 25.0, 50.0, 25.0]",20.0,0.0,100.0,0.0,74.48462929475588,73.33333333333334,50.0,100.0,40.0,98.05907172995781,60.0,100.0,100.0,"[100, 100, 100, 100, 100]",16.666666666666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,18.181818181818183,"[0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100]",,18.181818181818183,,999.0,999.0
MWI_000383,Ekwendeni Mission Hospital,North Zone,Mzimba,SECONDARY,OTHER (SPECIFY),Community Hospital,MISSION/FAITH-BASED,,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,75000,100,100,100,100,100,62.46527777777777,43.333333333333336,"[80.0, 80.0, 80.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",80.0,0.0,50.0,81.59722222222221,"[63.888888888888886, 66.66666666666667, 83.33333333333333, 97.22222222222223, 96.875]","[100, 100, 50, 100, 25, 100, 0, 100, 0, 100, 75, 75, 100, 50, 100, 0, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, nan]",100.0,95.0,80.0,100.0,60.0,100.0,60.0,100.0,25.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,5,"[75.0, 25.0, 75.0, 50.0, 25.0]",40.0,0.0,100.0,60.0,72.34935680433311,66.66666666666667,100.0,28.333333333333336,80.0,96.44549763033176,60.0,75.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",59.25925925925926,,,999.0,78.0
MWI_001349,Sr. Tereza Rural Hospital,Central West Zone,Ntcheu,SECONDARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,6234,100,100,100,100,100,82.22222222222223,86.66666666666667,"[70.0, 70.0, 70.0, 70.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0]",70.0,100.0,90.0,77.77777777777777,"[88.88888888888889, 80.55555555555556, 77.77777777777777, 58.333333333333336, 83.33333333333333]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 50, 25, 50, 0, 100, 100, 100, 0, 100, 75, 100, 100, 75, 100, 100, 100, 0]",95.0,85.0,75.0,90.0,75.0,100.0,80.0,100.0,0.0,75.0,"[100, 100, 0, 100]",100,100.0,100.0,0.0,100.0,66.66666666666667,100.0,,100.0,0.0,70.0,5,"[75.0, 75.0, 50.0, 75.0, 75.0]",100.0,60.0,20.0,100.0,92.0923520923521,66.66666666666667,100.0,100.0,100.0,97.97979797979798,80.0,100.0,20.0,"[0, 100, 0, 0, 0]",83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.148148148148145,"[100, 0, 0, 0, 100, 0, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",48.148148148148145,,21.311475409836063,61.0,13.0
MWI_000053,Balaka District Hospital,South East Zone,Balaka,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,580000,100,100,100,100,100,54.16666666666667,53.333333333333336,"[60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",60.0,50.0,50.0,55.0,"[55.55555555555556, 44.44444444444444, 77.77777777777777, 36.111111111111114, 61.111111111111114]","[100, 100, 100, 100, 0, 100, 0, 0, 0, 100, 100, 0, 100, 0, 100, 0, 0, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 0, 25, 0, 0, 0, 100, 0, 100, 100, 100, 50, 0, 100, 0, 100, 0]",100.0,100.0,60.0,75.0,20.0,80.0,0.0,60.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,45.0,5,"[25.0, 50.0, 75.0, 25.0, 50.0]",40.0,0.0,100.0,40.0,64.1837999662675,66.66666666666667,93.33333333333333,31.71428571428571,20.0,97.57231404958677,40.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",59.25925925925926,,,999.0,999.0
MWI_000752,Machinga District Hospital,South East Zone,Machinga,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,64428,100,100,100,100,100,63.88320707070707,61.03030303030303,"[50.0, 60.0, 45.45454545454545, 50.0, 60.0, 0.0, 100.0, 100.0, 100.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0]",53.090909090909086,80.0,50.0,66.73611111111111,"[75.0, 87.5, 55.55555555555556, 53.125, 62.5]","[100, 100, 100, 100, 0, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 0, 100, 0, 0, 0, 100, 100, 25, 100, 0, 0, 0, 100, nan, 100, 100, 100, 100, 0, 0, 0, 100, nan]",100.0,100.0,85.0,100.0,20.0,60.0,0.0,80.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,63.333333333333336,100.0,100.0,80.0,0.0,50.0,5,"[75.0, 25.0, 25.0, 50.0, 75.0]",40.0,0.0,100.0,60.0,63.86165277911251,63.333333333333336,86.48648648648648,46.875,0.0,90.33674963396778,60.0,100.0,100.0,"[100, 100, 100, 100, 100]",83.33333333333334,85.71428571428571,100.0,100.0,100.0,0.0,100.0,100.0,100.0,50.0,100.0,0.0,70.37037037037037,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 100]",70.37037037037037,,,999.0,999.0
MWI_000360,Dwambazi Rural Hospital,Central East Zone,Nkhotakota,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,21950,100,100,100,100,100,55.388888888888886,34.666666666666664,"[30.0, 40.0, 60.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54.0,0.0,50.0,76.11111111111111,"[83.33333333333333, 66.66666666666667, 88.88888888888889, 55.55555555555556, 86.11111111111111]","[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 100, 25, 100, 50, 100, 100, 100, 100]",100.0,100.0,85.0,100.0,20.0,80.0,60.0,100.0,40.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,40.0,5,"[25.0, 50.0, 25.0, 25.0, 75.0]",20.0,80.0,20.0,40.0,76.28229767243222,66.66666666666667,50.0,100.0,80.0,97.30941704035875,100.0,40.0,20.0,"[0, 0, 0, 0, 100]",50.0,57.142857142857146,0.0,100.0,100.0,0.0,100.0,100.0,0.0,50.0,0.0,100.0,54.54545454545455,"[100, 100, 0, 0, 100, 0, 100, 100, 100, 0, 0]",,54.54545454545455,43.75,80.0,35.0
MWI_000898,Mchinji District Hospital,Central West Zone,Mchinji,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,65973,100,100,100,100,100,53.61111111111111,60.0,"[40.0, 60.0, 60.0, 60.0, 80.0, 0.0, 50.0, 0.0, 50.0, 50.0, 100.0, 50.0, 100.0, 100.0, 100.0]",60.0,30.0,90.0,47.222222222222214,"[58.333333333333336, 44.44444444444444, 27.77777777777778, 50.0, 55.55555555555556]","[50, 50, 25, 75, 25, 100, 100, 100, 0, 0, 50, 50, 100, 0, 100, 0, 100, 0, 50, 50, 0, 50, 0, 0, 0, 100, 0, 50, 50, 0, 50, 0, 100, 100, 100, 0, 50, 50, 50, 50, 0, 100, 100, 100, 0]",40.0,50.0,25.0,65.0,5.0,80.0,60.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,100.0,0.0,20.0,5,"[0.0, 25.0, 25.0, 25.0, 25.0]",0.0,0.0,20.0,60.0,79.27490039840637,66.66666666666667,,,60.0,89.70783532536521,80.0,100.0,20.0,"[0, 0, 100, 0, 0]",66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,,999.0,999.0
MWI_000334,Dedza District Hospital,Central West Zone,Dedza,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,31643,100,100,100,100,100,62.54166666666667,58.0,"[70.0, 80.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 50.0, 50.0, 50.0, 50.0]",64.0,50.0,60.0,67.08333333333334,"[77.77777777777777, 68.75, 66.66666666666667, 55.55555555555556, 66.66666666666667]","[100, 75, 100, 75, 50, 100, 100, 100, 0, 75, 50, 25, 100, nan, 100, 100, 100, 0, 75, 50, 50, 75, 50, 100, 100, 100, 0, 50, 50, 0, 50, 50, 100, 100, 100, 0, 100, 50, 50, 100, 0, 100, 100, 100, 0]",80.0,55.0,45.0,80.0,37.5,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,10.0,5,"[25.0, 25.0, 0.0, 0.0, 0.0]",0.0,0.0,40.0,0.0,71.98278181329029,66.66666666666667,80.0,100.0,40.0,77.21280602636536,40.0,100.0,40.0,"[100, 100, 0, 0, 0]",66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,"[100, 100, 100, 0, 100, 100, 0, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",51.851851851851855,,,999.0,999.0
MWI_001030,Mtendere Health Centre,Central West Zone,Dedza,SECONDARY,OTHER (SPECIFY),Community Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,82298,100,100,100,100,100,60.22222222222222,56.0,"[70.0, 80.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",78.0,40.0,50.0,64.44444444444444,"[72.22222222222223, 61.111111111111114, 66.66666666666667, 66.66666666666667, 55.55555555555556]","[100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 100, 0, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0]",100.0,100.0,20.0,100.0,0.0,100.0,60.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,5,"[25.0, 25.0, 25.0, 25.0, 25.0]",40.0,0.0,0.0,60.0,84.10673608851286,66.66666666666667,100.0,43.33333333333333,80.0,98.74715261958997,100.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,85.71428571428571,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",62.96296296296296,,30.681818181818183,88.0,27.0
MWI_000770,Madziabango Health Centre,South West Zone,Blantyre,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,13006,100,100,100,100,100,72.13675213675214,65.38461538461539,"[60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0]",60.0,50.0,100.0,78.88888888888889,"[66.66666666666667, 83.33333333333333, 100.0, 55.55555555555556, 88.88888888888889]","[100, 100, 50, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 100]",100.0,100.0,90.0,100.0,40.0,80.0,40.0,100.0,60.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,70.0,5,"[50.0, 50.0, 75.0, 100.0, 75.0]",20.0,80.0,100.0,80.0,91.78845731841125,66.66666666666667,100.0,100.0,80.0,95.85253456221197,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",16.666666666666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,36.36363636363637,"[100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100]",,36.36363636363637,36.231884057971016,69.0,25.0
MWI_000714,Lugola Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,22152,100,100,100,100,100,52.43434343434343,50.42424242424242,"[60.0, 70.0, 50.0, 36.36363636363637, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",51.27272727272727,0.0,100.0,54.44444444444444,"[47.22222222222222, 50.0, 69.44444444444444, 22.22222222222222, 83.33333333333333]","[100, 100, 100, 25, 0, 0, 0, 100, 0, 100, 50, 0, 50, 50, 100, 100, 0, 0, 100, 100, 50, 75, 0, 100, 100, 100, 0, 50, 25, 25, 100, 0, 0, 0, 0, 0, 100, 100, 50, 100, 0, 100, 100, 100, 100]",90.0,75.0,45.0,70.0,10.0,60.0,60.0,60.0,20.0,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,58.333333333333336,100.0,0.0,80.0,0.0,35.0,5,"[0.0, 25.0, 50.0, 50.0, 50.0]",40.0,20.0,0.0,80.0,61.986244110047124,58.333333333333336,100.0,70.0,40.0,83.58413132694939,20.0,,0.0,"[0, 0, 0, 0, 0]",16.666666666666664,71.42857142857143,100.0,100.0,0.0,0.0,100.0,100.0,100.0,,,,63.63636363636363,"[100, 100, 100, 0, 100, 0, 0, 100, 100, 0, 100]",,63.63636363636363,84.0909090909091,44.0,37.0
MWI_000184,Chikangawa Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9941,100,100,100,100,100,58.14583333333334,40.666666666666664,"[50.0, 60.0, 60.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 50.0]",62.0,0.0,60.0,75.62500000000001,"[63.888888888888886, 78.125, 80.55555555555556, 88.88888888888889, 66.66666666666667]","[100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 100, 50, 100, 75, 100, 0, 100, nan, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 75, 100, 50, 100, 0, 100, 0]",95.0,95.0,70.0,100.0,65.0,100.0,40.0,100.0,0.0,75.0,"[0, 100, 100, 100]",100,0.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,35.0,5,"[25.0, 25.0, 50.0, 50.0, 25.0]",20.0,20.0,100.0,0.0,66.57142857142857,66.66666666666667,100.0,0.0,100.0,99.33333333333333,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,85.71428571428571,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,36.36363636363637,"[100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100]",,36.36363636363637,,28.0,999.0
