Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,Quality_Score,HW_Competence_Score,HW_Check,Patient_Centeredness_Score,PC_Check,iss_score,iss_check,HTM-ANC,htm-anc-check,system_CHW_score,chw_check,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guideline_check,oxygen_score,oxygen_check,test-capac,test-capac_check,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_001149,Nayuchi Health Centre,South East Zone,Machinga,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,23893,78.05555555555556,80.0,"[60.0, 60.0, 70.0, 70.0, 70.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",76.11111111111111,"[100, 75, 75, 100, 50, 100, 100, 100, 0, 100, 75, 100, 100, 75, 100, 100, 0, 0, 100, 100, 100, 100, 50, 100, 100, 0, 0, 100, 100, 25, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",85.0,"[100.0, 100.0, 50.0, 75.0, 100.0]",83.55287124916116,66.66666666666667,100.0,100.0,40.0,94.65056082830026,100.0,,60.0,"[100, 100, 0, 0, 100]",66.66666666666666,85.71428571428571,"[100, 100, 100, 0, 100, 100, 100]",,"[nan, nan]",18.51851851851852,"[100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 100]",14.285714285714285,70.0,10.0
MWI_000525,Kamsonga Health Centre,Central East Zone,Ntchisi,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,24176,43.207070707070706,23.636363636363637,"[40.0, 40.0, 40.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0]",62.77777777777778,"[100, 100, 0, 100, 0, 0, 0, 0, 0, 100, 75, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",40.0,"[50.0, 25.0, 25.0, 50.0, 50.0]",72.36167341430499,66.66666666666667,100.0,100.0,40.0,99.86504723346829,0.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",29.62962962962963,"[100, 100, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",34.48275862068966,58.0,20.0
MWI_001302,Rumphi District Hospital,North Zone,Rumphi,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,39400,68.31818181818181,58.3030303030303,"[54.54545454545455, 60.0, 80.0, 60.0, 70.0, 0.0, 0.0, 50.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.33333333333333,"[100, 100, 25, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",43.333333333333336,"[50.0, 33.333333333333336, 66.66666666666667, 33.333333333333336, 33.333333333333336]",50.0,"[25.0, 50.0, 25.0, 75.0, 75.0]",40.33725490196078,43.333333333333336,,,0.0,78.3529411764706,80.0,0.0,40.0,"[0, 0, 0, 100, 100]",100.0,85.71428571428571,"[100, 100, 100, 100, 100, 0, 100]",50.0,"[0, 100]",66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",40.88114754098361,976.0,399.0
MWI_001197,Nkhoma Mission Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,75710,61.388888888888886,53.333333333333336,"[60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",69.44444444444444,"[100, 100, 0, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 25, 0, 0, 100, 0, 75, 100, 75, 100, 75, 100, 100, 100, 0, 75, 100, 50, 75, 25, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",45.0,"[50.0, 50.0, 25.0, 50.0, 50.0]",59.50533139464437,66.66666666666667,100.0,52.5,0.0,97.37065309584393,0.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",4.511278195488721,266.0,12.0
MWI_001366,St. Johns Hospital,North Zone,Mzimba,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,24450,51.73737373737374,32.36363636363636,"[50.0, 60.0, 45.45454545454545, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",71.11111111111111,"[100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 25, 100, 25, 100, 100, 100, 0, 100, 75, 0, 50, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",43.333333333333336,"[66.66666666666667, 33.333333333333336, 50.0, 33.333333333333336, 33.333333333333336]",55.0,"[50.0, 50.0, 50.0, 50.0, 75.0]",54.42698100851343,43.333333333333336,,,60.0,88.8015717092338,80.0,0.0,20.0,"[0, 0, 0, 0, 100]",50.0,85.71428571428571,"[100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100]",48.148148148148145,"[100, 0, 0, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",50.649350649350644,77.0,39.0
MWI_000818,Malomo Health Centre,Central East Zone,Ntchisi,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,53042,53.89922480620155,47.333333333333336,"[60.0, 60.0, 60.0, 60.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 50.0, 50.0]",60.46511627906977,"[50, 50, 50, 100, 50, 0, 100, 0, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 50, 50, 0, nan, nan, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 50, 50, 50, 100, 50, 100, 100, 100, 0]",50.0,"[0, 100, 100, 0]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",50.0,"[50.0, 50.0, 50.0, 75.0, 25.0]",87.5361663652803,66.66666666666667,66.66666666666666,100.0,80.0,99.41983122362869,100.0,100.0,60.0,"[100, 0, 100, 100, 0]",83.33333333333334,57.142857142857146,"[100, 100, 100, 100, 0, 0, 0]",50.0,"[100, 0]",30.76923076923077,"[0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, nan, 0, 0]",,60.0,999.0
MWI_000194,Chikweo Health Centre,South East Zone,Machinga,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,110850,70.09722222222223,85.33333333333333,"[50.0, 60.0, 60.0, 50.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",54.861111111111114,"[100, 100, 100, 50, 100, 100, 100, 100, 0, 100, 50, 50, 25, 0, 100, 0, 100, 0, 50, 25, 50, 0, 0, 100, 0, 0, 0, 100, 100, 75, 100, 0, 100, 0, 100, 0]",50.0,"[0, 100, 0, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",55.0,"[50.0, 50.0, 75.0, 25.0, 75.0]",73.21294930185816,66.66666666666667,50.0,100.0,40.0,95.82397844634036,80.0,80.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",37.03703703703704,"[100, 0, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 100]",17.741935483870968,62.0,11.0
MWI_001509,Zomba Central Hospital,South East Zone,Zomba,TERTIARY,CENTRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,5157,55.23232323232323,51.57575757575758,"[70.0, 60.0, 70.0, 60.0, 63.63636363636363, 0.0, 50.0, 0.0, 50.0, 0.0, 100.0, 100.0, 50.0, 50.0, 50.0]",58.888888888888886,"[75, 75, 75, 100, 100, 0, 0, 100, 0, 100, 100, 25, 100, 50, 100, 0, 100, 0, 75, 50, 0, 75, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 0, 0, 100, 50, 50, 50, 100, 100, 100, 0, 0]",33.333333333333336,"[100, 0, 0, nan]",50.00000000000001,"[66.66666666666667, 33.333333333333336, 66.66666666666667, 33.333333333333336, 50.0]",45.0,"[50.0, 50.0, 25.0, 75.0, 25.0]",77.24259025143981,50.00000000000001,77.77777777777779,100.0,100.0,92.92035398230088,20.0,100.0,0.0,"[0, 0, 0, 0, 0]",66.66666666666666,57.142857142857146,"[100, 100, 100, 0, 0, 100, 0]",50.0,"[100, 0]",81.48148148148148,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100]",,999.0,999.0
MWI_001522,Osiyana,South West Zone,Nsanje,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,16371,61.22222222222222,43.0,"[60.0, 50.0, 60.0, 60.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0]",79.44444444444444,"[100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 25, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0]",75.0,"[0, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",70.0,"[75.0, 25.0, 100.0, 50.0, 100.0]",83.63480779357558,66.66666666666667,100.0,100.0,40.0,95.14218009478674,,100.0,60.0,"[100, 0, 100, 0, 100]",83.33333333333334,100.0,"[100, 100, nan, 100, 100, 100, 100]",,"[nan, nan]",54.54545454545455,"[100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100]",47.368421052631575,57.0,27.0
MWI_001092,Mzambazi Community Hospital,North Zone,Mzimba,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,27176,61.27777777777778,42.0,"[50.0, 50.0, 40.0, 50.0, 40.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",80.55555555555556,"[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",56.25,"[50.0, 50.0, 50.0, 75.0]",65.11511921841908,66.66666666666667,50.0,100.0,40.0,99.13916786226686,100.0,0.0,0.0,"[0, 0, 0, 0]",100.0,85.71428571428571,"[100, 100, 0, 100, 100, 100, 100]",50.0,"[0, 100]",38.46153846153846,"[100, 100, 100, 0, 100, nan, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",32.55813953488372,129.0,42.0
MWI_001216,Nsanje District Hospital,South West Zone,Nsanje,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,43.55555555555556,36.0,"[60.0, 80.0, 50.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",51.111111111111114,"[100, 100, 100, 100, 50, 0, 0, 100, 0, 100, 100, 0, 100, 50, 100, 0, 100, 0, 100, 100, 75, 100, 25, 0, 0, 100, 0, 100, 50, 0, 100, 25, 0, 0, 0, 0, 100, 100, 0, 100, 25, 0, 0, 100, 0]",100.0,"[100, 100, 100, 100]",73.33333333333334,"[66.66666666666667, 100.0, 66.66666666666667, 66.66666666666667, 66.66666666666667]",65.0,"[50.0, 50.0, 75.0, 75.0, 75.0]",68.77572119393031,73.33333333333334,,,80.0,90.54527263631816,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",66.66666666666666,100.0,"[100, 100, 100, 100, 100, 100, 100]",0.0,"[0, 0]",55.55555555555556,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",,999.0,999.0
MWI_001319,Sankhulani Health Centre,South West Zone,Nsanje,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,21583,51.91025641025641,49.333333333333336,"[60.0, 60.0, 60.0, 80.0, 80.0, 50.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54.48717948717949,"[100, 100, 25, nan, 0, 0, 0, 100, 0, 100, 100, 100, nan, nan, 100, 100, 100, 0, 100, 100, 0, nan, 25, 100, 100, 100, 0, 100, 100, 25, nan, 0, 0, 0, 100, 0, 100, 100, 25, nan, 25, 0, 0, 100, 0]",100.0,"[100, 100, 100, 100]",73.33333333333334,"[66.66666666666667, 66.66666666666667, 100.0, 66.66666666666667, 66.66666666666667]",60.0,"[75.0, 75.0, 50.0, 50.0, 50.0]",74.48462929475588,73.33333333333334,50.0,100.0,40.0,98.05907172995781,60.0,100.0,100.0,"[100, 100, 100, 100, 100]",16.666666666666664,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",18.181818181818183,"[0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100]",,999.0,999.0
MWI_000383,Ekwendeni Mission Hospital,North Zone,Mzimba,SECONDARY,OTHER (SPECIFY),Community Hospital,MISSION/FAITH-BASED,,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,75000,61.388888888888886,43.333333333333336,"[80.0, 80.0, 80.0, 80.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",79.44444444444444,"[100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 75, 75, 100, 50, 100, 0, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",75.0,"[100.0, 50.0, 100.0, 75.0, 50.0]",72.34935680433311,66.66666666666667,100.0,28.333333333333336,80.0,96.44549763033176,60.0,75.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",,999.0,78.0
MWI_001349,Sr. Tereza Rural Hospital,Central West Zone,Ntcheu,SECONDARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,6234,82.22222222222223,86.66666666666667,"[70.0, 70.0, 70.0, 70.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0]",77.77777777777777,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 50, 25, 50, 0, 100, 100, 100, 0, 100, 75, 100, 100, 75, 100, 100, 100, 0]",66.66666666666667,"[100, 100, 0, nan]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",70.0,"[75.0, 75.0, 50.0, 75.0, 75.0]",92.0923520923521,66.66666666666667,100.0,100.0,100.0,97.97979797979798,80.0,100.0,20.0,"[0, 100, 0, 0, 0]",83.33333333333334,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",48.148148148148145,"[100, 0, 0, 0, 100, 0, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",21.311475409836063,61.0,13.0
MWI_000053,Balaka District Hospital,South East Zone,Balaka,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,580000,54.16666666666667,53.333333333333336,"[60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",55.0,"[100, 100, 100, 100, 0, 100, 0, 0, 0, 100, 100, 0, 100, 0, 100, 0, 0, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 0, 25, 0, 0, 0, 100, 0, 100, 100, 100, 50, 0, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[50.0, 50.0, 75.0, 50.0, 75.0]",64.1837999662675,66.66666666666667,93.33333333333333,31.71428571428571,20.0,97.57231404958677,40.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",50.0,"[0, 100]",59.25925925925926,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",,999.0,999.0
MWI_000752,Machinga District Hospital,South East Zone,Machinga,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,64428,60.792929292929294,61.03030303030303,"[50.0, 60.0, 45.45454545454545, 50.0, 60.0, 0.0, 100.0, 100.0, 100.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0]",60.55555555555556,"[100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 0, 0, 0, 100, 100, 25, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 0]",100.0,"[100, 100, 100, 100]",63.333333333333336,"[66.66666666666667, 66.66666666666667, 50.0, 66.66666666666667, 66.66666666666667]",65.0,"[75.0, 50.0, 50.0, 75.0, 75.0]",63.86165277911251,63.333333333333336,86.48648648648648,46.875,0.0,90.33674963396778,60.0,100.0,100.0,"[100, 100, 100, 100, 100]",83.33333333333334,85.71428571428571,"[100, 100, 100, 0, 100, 100, 100]",50.0,"[100, 0]",70.37037037037037,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 100]",,999.0,999.0
MWI_000360,Dwambazi Rural Hospital,Central East Zone,Nkhotakota,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,21950,53.16666666666667,34.666666666666664,"[30.0, 40.0, 60.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",71.66666666666667,"[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 100, 25, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[50.0, 50.0, 50.0, 50.0, 100.0]",76.28229767243222,66.66666666666667,50.0,100.0,80.0,97.30941704035875,100.0,40.0,20.0,"[0, 0, 0, 0, 100]",50.0,57.142857142857146,"[0, 100, 100, 0, 100, 100, 0]",50.0,"[0, 100]",54.54545454545455,"[100, 100, 0, 0, 100, 0, 100, 100, 100, 0, 0]",43.75,80.0,35.0
MWI_000898,Mchinji District Hospital,Central West Zone,Mchinji,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,65973,53.611111111111114,60.0,"[40.0, 60.0, 60.0, 60.0, 80.0, 0.0, 50.0, 0.0, 50.0, 50.0, 100.0, 50.0, 100.0, 100.0, 100.0]",47.22222222222222,"[50, 50, 25, 75, 25, 100, 100, 100, 0, 0, 50, 50, 100, 0, 100, 0, 100, 0, 50, 50, 0, 50, 0, 0, 0, 100, 0, 50, 50, 0, 50, 0, 100, 100, 100, 0, 50, 50, 50, 50, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",45.0,"[25.0, 50.0, 50.0, 50.0, 50.0]",79.27490039840637,66.66666666666667,,,60.0,89.70783532536521,80.0,100.0,20.0,"[0, 0, 100, 0, 0]",66.66666666666666,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",,999.0,999.0
MWI_000334,Dedza District Hospital,Central West Zone,Dedza,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,31643,62.52272727272727,58.0,"[70.0, 80.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 50.0, 50.0, 50.0, 50.0]",67.04545454545455,"[100, 75, 100, 75, 50, 100, 100, 100, 0, 75, 50, 25, 100, nan, 100, 100, 100, 0, 75, 50, 50, 75, 50, 100, 100, 100, 0, 50, 50, 0, 50, 50, 100, 100, 100, 0, 100, 50, 50, 100, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",35.0,"[50.0, 50.0, 25.0, 25.0, 25.0]",71.98278181329029,66.66666666666667,80.0,100.0,40.0,77.21280602636536,40.0,100.0,40.0,"[100, 100, 0, 0, 0]",66.66666666666666,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",51.851851851851855,"[100, 100, 100, 0, 100, 100, 0, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",,999.0,999.0
MWI_001030,Mtendere Health Centre,Central West Zone,Dedza,SECONDARY,OTHER (SPECIFY),Community Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,82298,60.22222222222222,56.0,"[70.0, 80.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",64.44444444444444,"[100, 100, 50, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 0, 100, 0, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",45.0,"[25.0, 50.0, 50.0, 50.0, 50.0]",84.10673608851286,66.66666666666667,100.0,43.33333333333333,80.0,98.74715261958997,100.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",0.0,"[0, 0]",62.96296296296296,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",30.681818181818183,88.0,27.0
MWI_000770,Madziabango Health Centre,South West Zone,Blantyre,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,13006,68.80341880341881,65.38461538461539,"[60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0]",72.22222222222223,"[100, 100, 50, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",90.0,"[75.0, 75.0, 100.0, 100.0, 100.0]",91.78845731841125,66.66666666666667,100.0,100.0,80.0,95.85253456221197,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",16.666666666666664,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",36.36363636363637,"[100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100]",36.231884057971016,69.0,25.0
