Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
COG_000238,MPIAO Brunel Laurina Darinov,Congo,Ngo Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-2.4840089,15.7492656,607,4.2,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,14523
COG_000212,KIBIMI NGOUBILI Chrismichel Emmanuel,Congo,Londela Kayes  Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-4.8462883,13.392239,499,4,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,4379
COG_000201,KIBIMI NGOUBILI Chrismichel Emmanuel,Congo,Nyanga Centr Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-2.9163982,11.8889884,169.5,4.7,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,11992
COG_000001,MINGOLET BILONGUI Emeldie Luxène,Congo,University Hospital of Brazzaville,Panel,Brazzaville,,TERTIARY,COG,-4.266392749265243,15.268903825130636,312.4,64.4,OTHER (SPECIFY),CHU,UNIVERSITY HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
COG_000006,NIANGA Donalie,Congo,Cnetre de Traitement Ambulatoire (CTA),Random,Brazzaville,,TERTIARY,COG,-4.2656407,15.2680101,309.2,15.6,OTHER (SPECIFY),Centre traitement ambulatoire,OTHER (SPECIFY),CENTRA TRAITEMENT AMBULATOIR,URBAN,OUTPATIENT ONLY,TERTIARY,9
COG_000106,NKOUNKOU Laurel D'avignon,Congo,Missamvi Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-3.968182725331125,14.664485064445223,0,6646,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,4000
COG_000101,NKOUNKOU Laurel D'avignon,Congo,Nkoué Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.338659069896615,14.733248222767633,0,111791.9,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,2616
COG_000005,NIANGA Donalie,Congo,Centre National de Référence de la Drépanocytose,Random,Brazzaville,,TERTIARY,COG,-4.1150832,15.2902529,0,700,OTHER (SPECIFY),Hôpital spécialisé,OTHER (SPECIFY),Centre drépanocytose,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
COG_000104,BAKOUETILA Rabi Sara,Congo,Mpoumako Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-3.0929798,15.6277532,686.1,4.6,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8079
COG_000138,BAKOUETILA Rabi Sara,Congo,Kindamba Hôpital Comboutique,Panel,Pool,,SECONDARY,COG,-3.7330023,14.5064855,443.2,9.6,DISTRICT HOSPITAL,,HOSPITAL,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,43965
COG_000215,KIBIMI NGOUBILI Chrismichel Emmanuel,Congo,Kibangou Centr Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-4.1950213,12.6778472,368,4.3,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,8592
COG_000079,GATSONGO EWOLO Garland Marcel,Congo,Mpita Centre de Santé Intégré,Random,Pointe Noire,,PRIMARY,COG,-4.808634280000456,11.86102866999986,2.9,1414,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,20875
COG_000200,AKIERA Arnaud Baurel,Congo,Passi- Passi Centre de Santé Intégré,Random,Niari,,PRIMARY,COG,-4.0509905,12.5505518,288.2,4,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,4215
COG_000004,NKOUNKOU Laurel D'avignon,Congo,HG de Djiri,Random,Brazzaville,,TERTIARY,COG,-4.192451909398932,15.248625447636787,381.7,40,NATIONAL REFERRAL HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9
COG_000110,NSONGOLO KOUFOUASSA Fortuné Aide,Congo,Mbe Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-3.3055333,15.8934382,607.7,4.9,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,1933
COG_000097,NSONGOLO KOUFOUASSA Fortuné Aide,Congo,Voka Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.6779319,14.6712856,614.6,3.3,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9
COG_000018,NKOUNKOU Laurel D'avignon,Congo,Mpissa l’Hôpital de Base,Panel,Brazzaville,,SECONDARY,COG,-4.30102887773988,15.256690208753314,289.2,40,DISTRICT HOSPITAL,,HOSPITAL,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,154945
COG_000033,MBEMBA Reine Paola,Congo,Itsali Centre de Santé Intégré,Random,Brazzaville,,PRIMARY,COG,-4.2272652,15.2429708,404.8,4.7,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,3879
COG_000318,NSOUADI FAMMY Reche Hydeale,Congo,Enyellé Centre de Santé Intégré,Random,Likouala,,PRIMARY,COG,2.8066772,18.0114255,352.8,4.8,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,25481
COG_000327,NSOUADI FAMMY Reche Hydeale,Congo,Mouale centre de santé intégré,Random,Likouala,,PRIMARY,COG,3.3739422,17.1797498,465.4,4.8,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,6777
COG_000061,MOUTOU MAVOUNGOU Rodrigue Serge,Congo,Diosso Centre de Santé Intégré,Random,Kouilou,,PRIMARY,COG,-4.6252917,11.849282,123.3,4.6,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,3467
COG_000049,MOUTOU MAVOUNGOU Rodrigue Serge,Congo,Mboukou Centre de Santé Intégré,Panel,Kouilou,,PRIMARY,COG,-4.5331405,12.1033898,58.2,4,HEALTH CENTRE,,HEALTH CENTER,,RURAL,OUTPATIENT ONLY,PRIMARY,5945
COG_000121,NKOUNKOU Laurel D'avignon,Congo,Louomo Centre de Santé Intégré,Random,Pool,,PRIMARY,COG,-4.331690661567844,15.142747801204383,292.3,75,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,587
COG_000252,ONDONGO Wilson Fabrice (Supervisor),Congo,Gamboma II Centre de Santé Intégré,Random,Plateaux,,PRIMARY,COG,-1.8756843,15.8839741,389.1,663.5,HEALTH CENTRE,,INTEGRATED HEALTH CENTER,,URBAN,OUTPATIENT ONLY,PRIMARY,9498
