Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,Patient_Centeredness_Score,PC_Check,iss_score,iss_check,fac_iss,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
UGA_005607,Obongi HC IV,West Nile,Obongi District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,PRIMARY,10709,100,100,100,100,100,58.16666666666667,44.666666666666664,"[70.0, 70.0, 70.0, 80.0, 80.0, 0.0, 0.0, 0.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",71.66666666666667,"[75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 100, 50, 75, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,[25.0],0.0,0.0,100.0,0.0,64.45723335205642,66.66666666666667,95.23809523809523,10.5,80.0,98.79587155963303,0.0,100.0,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",59.25925925925926,,12.5,48.0,6.0
UGA_007294,Yumbe Hospital,West Nile,Yumbe District,SECONDARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,24320,100,100,100,100,100,66.33333333333333,59.333333333333336,"[80.0, 80.0, 80.0, 80.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",73.33333333333333,"[75, 100, 75, 75, 50, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 75, 100, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,60.0,80.0,,100.0,0.0,25.0,"[0.0, 25.0, 50.0, 25.0]",50.0,0.0,50.0,0.0,59.03094791886211,60.0,77.41935483870968,0.0,60.0,95.7972805933251,20.0,100.0,50.0,"[0, 100, 100, 0]",83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 0, 100, 0]",66.66666666666667,,52.307692307692314,130.0,68.0
UGA_003209,Kigarama HC II,Kigezi,Kabale District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,7333,100,0,100,0,100,70.37037037037037,,[],70.37037037037037,"[100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 50, 25, 100, 25, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,,,,,,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.0,51.98170731707317,,,12.5,,91.46341463414635,,,0.0,"[0, 0]",16.666666666666664,100.0,100.0,,100.0,,100.0,100.0,,,,7.407407407407407,"[100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7.407407407407407,,,999.0,999.0
UGA_001902,Goboro HC II,West Nile,Yumbe District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,OUTPATIENT ONLY,PRIMARY,7743,100,0,100,100,100,65.66666666666666,58.0,"[50.0, 50.0, 50.0, 70.0, 70.0]",73.33333333333333,"[75, 75, 50, 75, 50, 100, 100, 100, 0, 100, 100, 50, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 50, 100, 100, 100, 0, 75, 75, 75, 75, 50, 100, 100, 100, 0, 100, 100, 50, 75, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,33.333333333333336,0.0,,100.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,65.11737089201878,33.333333333333336,100.0,0.0,100.0,92.25352112676056,,,0.0,"[0, 0, 0]",33.33333333333333,100.0,100.0,,100.0,100.0,100.0,100.0,,,,11.11111111111111,"[100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0]",11.11111111111111,,20.0,5.0,1.0
UGA_001679,Eria HC III,West Nile,Moyo District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,3815,100,100,100,100,100,69.16666666666666,70.0,"[80.0, 70.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0]",68.33333333333333,"[75, 75, 50, 75, 50, 0, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 100, 75, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,"[50.0, 50.0]",100.0,0.0,100.0,0.0,62.03379953379953,66.66666666666667,84.61538461538461,10.909090909090908,80.0,92.04545454545455,0.0,100.0,100.0,"[100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 100, 100, 100, 0]",59.25925925925926,,70.9090909090909,55.0,39.0
UGA_004647,Moyo Hospital,West Nile,Moyo District,SECONDARY,GENERAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,11832,100,100,100,100,100,63.55555555555556,59.333333333333336,"[80.0, 80.0, 80.0, 80.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",67.77777777777777,"[75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 50, 50, 100, 100, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 50, 50, 100, 100, 100, 0, 75, 75, 50, 75, 25, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,"[25.0, 75.0, 50.0]",66.66666666666667,33.333333333333336,100.0,0.0,69.61558934814197,66.66666666666667,92.95774647887323,10.606060606060606,100.0,97.07865168539325,20.0,100.0,100.0,"[100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,70.37037037037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",70.37037037037037,,20.955882352941178,272.0,57.0
UGA_008807,Buwenge General Hospital,Busoga,Jinja District,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,250000,100,100,100,100,100,76.88888888888889,76.0,"[70.0, 80.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",77.77777777777777,"[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 25, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,60.000000000000014,100.0,100.0,80.0,0.0,45.0,"[25.0, 50.0, 50.0, 50.0, 50.0]",100.0,0.0,40.0,40.0,76.9808875931325,60.000000000000014,66.66666666666666,100.0,60.0,75.21865889212827,100.0,,40.0,"[0, 100, 100, 0, 0]",16.666666666666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 100, 0, 0, 100, 100, 100, 100, 0]",51.851851851851855,,32.10526315789474,190.0,61.0
UGA_002867,Kasambika HC III,Busoga,Iganga District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9961,100,100,100,100,100,71.16666666666666,64.0,"[90.0, 90.0, 100.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.33333333333333,"[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 25, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,73.33333333333334,100.0,,100.0,20.0,25.0,"[0.0, 50.0]",50.0,0.0,0.0,50.0,76.52630672522174,73.33333333333334,100.0,100.0,60.0,102.35081374321882,100.0,0.0,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.74074074074074,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",40.74074074074074,,53.57142857142857,28.0,15.0
UGA_001783,Fort Portal Regional Referral Hospital,Tooro,Kabarole District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,100,100,91.69444444444446,98.66666666666667,"[100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",84.72222222222223,"[100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 25, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,93.33333333333334,100.0,,80.0,100.0,75.0,[75.0],100.0,100.0,100.0,0.0,77.07718696397941,93.33333333333334,,,80.0,92.05260148656376,100.0,20.0,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.07407407407408,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",74.07407407407408,,41.35338345864661,532.0,220.0
UGA_000995,Bundibugyo Hospital,Tooro,Bundibugyo District,SECONDARY,REGIONAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,41392,100,100,100,100,100,88.22222222222223,98.66666666666667,"[90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",77.77777777777777,"[100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0, 75, 50, 0, 100, 50, 100, 100, 0, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,50.0,[50.0],100.0,0.0,100.0,0.0,72.82106356002708,100.0,92.3076923076923,5.555555555555555,100.0,78.55086372360844,100.0,33.333333333333336,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.18518518518519,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100]",85.18518518518519,,35.15151515151515,165.0,58.0
UGA_001669,Entebbe Regional Referral Hospital,South Central,Wakiso District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,3700000,100,100,100,100,100,92.27777777777777,97.33333333333333,"[90.0, 90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",87.22222222222223,"[100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,75.0,[75.0],100.0,100.0,0.0,100.0,63.98446673189824,100.0,100.0,5.5625,80.0,62.328767123287676,0.0,100.0,0.0,[0],0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.18518518518519,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 100]",85.18518518518519,,0.0,80.0,0.0
UGA_003382,Kiruddu National Referral Hospital,Kampala,Kampala District,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,0,100,78.33333333333334,75.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",81.66666666666667,"[100, 100, 100, 25, 100, 0, 100, 100, 0, 100, 100, 100, 50, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,,,,,,25.0,[25.0],100.0,0.0,0.0,0.0,61.554916985951465,,100.0,10.648148148148149,,97.12643678160919,0.0,100.0,0.0,[0],16.666666666666664,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,77.77777777777777,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 0, 100, 100, 100, 100, 0]",77.77777777777777,,55.172413793103445,580.0,320.0
UGA_004592,Mityana Hospital,North Central,Mityana District,SECONDARY,GENERAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,18885,100,100,100,100,100,70.56589147286822,80.66666666666667,"[70.0, 70.0, 70.0, 80.0, 70.0, 50.0, 100.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",60.46511627906977,"[50, 50, 25, nan, 50, 100, 100, 100, 0, 75, 75, 75, 100, 75, 100, 0, 100, 0, 100, 100, 75, 100, 25, 100, 0, 100, 0, 50, 50, 25, nan, 50, 100, 0, 100, 0, 100, 100, 25, 75, 50, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,60.000000000000014,100.0,100.0,80.0,0.0,50.0,"[25.0, 50.0, 75.0, 50.0]",75.0,50.0,75.0,0.0,72.8578849721707,60.000000000000014,85.71428571428571,20.0,80.0,84.2909090909091,100.0,80.0,75.0,"[100, 100, 100, 0]",50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,48.529411764705884,340.0,165.0
UGA_002475,Kaberamaido Hospital,Teso,Kaberamaido District,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,155225,100,100,100,100,100,60.44507575757576,71.51515151515152,"[80.0, 90.0, 90.9090909090909, 80.0, 81.81818181818181, 0.0, 100.0, 0.0, 0.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",49.375,"[50, 0, 25, nan, 25, 100, 0, 0, 0, 100, 50, nan, nan, 0, 100, 0, 100, 0, 100, 100, 50, 100, 25, 100, 100, 100, 0, 50, 50, 50, nan, 0, 0, 0, 100, 0, 100, 100, 50, nan, 50, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,81.66666666666667,100.0,100.0,100.0,40.0,15.0,"[0.0, 25.0, 25.0, 0.0, 25.0]",60.0,0.0,0.0,0.0,80.38581301739197,81.66666666666667,100.0,17.857142857142858,80.0,102.79106858054226,100.0,,0.0,"[0, 0, 0, 0, 0]",66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",55.55555555555556,,67.71428571428572,350.0,237.0
UGA_009450,Ocia HC III,West Nile,Terego District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,11740,100,100,100,100,100,70.16666666666666,65.33333333333333,"[80.0, 70.0, 90.0, 70.0, 70.0, 0.0, 0.0, 50.0, 50.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",75.0,"[75, 75, 50, 75, 75, 100, 100, 100, 0, 75, 75, 50, 100, 75, 100, 100, 100, 0, 75, 75, 100, 100, 75, 100, 100, 100, 0, 75, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 50, 75, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,[50.0],100.0,0.0,100.0,0.0,69.2487209759937,66.66666666666667,41.66666666666667,32.0,100.0,104.40771349862258,40.0,100.0,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,37.03703703703704,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0]",37.03703703703704,,25.0,16.0,4.0
UGA_003036,Kawempe National Referral Hospital,Kampala,Kampala District,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,3500000,100,100,100,100,100,83.86868686868686,78.84848484848484,"[72.72727272727273, 80.0, 100.0, 100.0, 80.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",88.88888888888889,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, nan]",100.0,100.0,100.0,,70.00000000000001,100.0,100.0,60.0,40.0,,[],,,,,80.57112718505122,70.00000000000001,100.0,100.0,20.0,73.99789029535864,100.0,100.0,,[],16.666666666666664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.77777777777777,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",77.77777777777777,,62.70096463022507,933.0,585.0
UGA_005219,Napumpum HC II,Karamoja,Kotido District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,15002,100,100,100,100,100,71.86111111111111,67.33333333333333,"[90.0, 70.0, 80.0, 90.0, 80.0, 0.0, 50.0, 0.0, 50.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",76.38888888888889,"[75, 100, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0]",75.0,"[100, 0, 100, 100]",100.0,0.0,100.0,100.0,80.0,60.0,,100.0,80.0,25.0,[25.0],100.0,0.0,0.0,0.0,66.66666666666667,80.0,100.0,100.0,40.0,,80.0,0.0,0.0,[0],100.0,85.71428571428571,100.0,100.0,100.0,0.0,100.0,100.0,,,,33.333333333333336,"[100, 0, 0, 0, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 100, 100, 0, 0, 0]",33.333333333333336,,42.10526315789473,19.0,8.0
UGA_005177,Namungo HC III,North Central,Mityana District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,19900,100,100,100,100,100,72.96245421245422,84.61538461538461,"[70.0, 70.0, 70.0, 70.0, 70.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",61.30952380952381,"[100, 75, 50, 100, 50, 100, 0, 100, 0, 75, 75, 50, 75, 50, 100, 0, 100, 0, 100, 100, 50, 75, 75, 100, 100, 100, 0, 50, 50, nan, nan, 50, 100, 0, 100, 0, 100, 100, 50, 75, nan, 0, 0, 100, 0]",75.0,"[100, 0, 100, 100]",100.0,0.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,[50.0],100.0,0.0,100.0,0.0,76.85523035929172,66.66666666666667,100.0,13.125,60.0,98.19494584837545,100.0,100.0,100.0,[100],83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,33.333333333333336,"[100, 0, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0]",33.333333333333336,,15.789473684210526,19.0,3.0
UGA_005763,Oyima HC III,West Nile,Madi-Okollo District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,5261,100,100,100,100,100,63.88888888888889,55.55555555555556,"[80.0, 80.0, 80.0, 80.0, 80.0, 0.0, 33.333333333333336, 50.0, 50.0, 0.0, 0.0, 100.0, 100.0, 0.0, 100.0]",72.22222222222223,"[75, 75, 50, 75, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 75, 75, 50, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 50, 100, 100, 100, 0, 75, 75, 50, 100, 25, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,[50.0],100.0,0.0,100.0,0.0,60.72789115646258,66.66666666666667,71.42857142857143,7.0,100.0,80.0,0.0,100.0,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,37.03703703703704,"[100, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",37.03703703703704,,63.1578947368421,19.0,12.0
UGA_005695,Omugo HC IV,West Nile,Terego District,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH (GOVERNMENT),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,424422,100,100,100,100,100,61.111111111111114,53.333333333333336,"[70.0, 70.0, 70.0, 70.0, 70.0, 50.0, 50.0, 0.0, 0.0, 50.0, 100.0, 50.0, 50.0, 50.0, 50.0]",68.88888888888889,"[75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 50, 100, 75, 100, 100, 100, 0, 100, 100, 50, 75, 50, 100, 0, 100, 0, 75, 75, 50, 75, 50, 100, 100, 100, 0, 75, 75, 25, 75, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,33.333333333333336,"[50.0, 25.0, 25.0]",66.66666666666667,0.0,66.66666666666667,0.0,56.54763283144008,66.66666666666667,89.28571428571429,11.799999999999999,40.0,88.08104886769964,0.0,100.0,66.66666666666667,"[100, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,51.851851851851855,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 0, 0, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 100, 100, 100, 0]",51.851851851851855,,17.391304347826086,46.0,8.0
UGA_001338,China Uganda Friendship (Naguru) Regional Referral Hospital,Kampala,Kampala District,SECONDARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH (GOVERNMENT),,URBAN,BOTH OUT AND INPATIENT,TERTIARY,154546,100,100,100,100,100,80.26262626262627,78.3030303030303,"[81.81818181818181, 90.9090909090909, 90.9090909090909, 90.9090909090909, 70.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",82.22222222222223,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0]",75.0,"[100, 100, 100, 0]",100.0,100.0,100.0,0.0,95.0,100.0,100.0,80.0,100.0,25.0,[25.0],100.0,0.0,0.0,0.0,88.76412146462623,95.0,100.0,100.0,60.0,66.34885025238361,100.0,100.0,0.0,[0],50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 0]",70.37037037037037,,15.942028985507244,345.0,55.0
