Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
TZA_009632,Janeth Kisare,Tanzania,Nyasubi,Random,Shinyanga Region,Kahama District,PRIMARY,TZA,-3.8387639,32.6148927,1219.9,5.3,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,30206
TZA_005727,Herriet Charles,Tanzania,Msinune,Random,Pwani Region,Bagamoyo District,PRIMARY,TZA,-6.3999327,38.5569248,201,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,200
TZA_006527,Herriet Charles,Tanzania,NDOGOMI,Random,Morogoro Region,Gairo District,PRIMARY,TZA,-6.0193494,36.9919334,1074,5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,160
TZA_004867,Herriet Charles,Tanzania,MBOGA,Random,Pwani Region,Bagamoyo District,PRIMARY,TZA,-6.5239388,38.3087524,307,4.4,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_010205,Herriet Charles,Tanzania,GOOD SAMARITAN,Random,Morogoro Region,Kilombero District,SECONDARY,TZA,-7.7331498,36.9269399,298.2,7.6,SPECIALTY HOSPITAL,,MISSION/FAITH-BASED,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,5400
TZA_007460,Herriet Charles,Tanzania,RUWE,Random,Pwani Region,Rufiji District,PRIMARY,TZA,-7.9173337,38.8200552,3,6.5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,142151
TZA_009757,Herriet Charles,Tanzania,ST. MICHAEL,Random,Pwani Region,Kibaha District,PRIMARY,TZA,-6.7777543,38.7281858,51.8,52.4,HEALTH CENTRE,,MISSION/FAITH-BASED,,RURAL,OUTPATIENT ONLY,PRIMARY,9
TZA_004946,Herriet Charles,Tanzania,MCHUKWI,Random,Pwani Region,Rufiji District,PRIMARY,TZA,-7.7617035,38.9989873,67,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,280
TZA_010245,Monica Mollel,Tanzania,NJOMBE,Panel,Njombe Region,Njombe District,SECONDARY,TZA,-9.3418901,34.7054591,2033.9,4.5,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,889946
TZA_010215,Monica Mollel,Tanzania,ST JOSEPH'S MISSION PERAMIHO,Random,Ruvuma Region,Songea District,SECONDARY,TZA,-10.6376105,35.46295,1040,4.7,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,1848794
TZA_003983,Monica Mollel,Tanzania,LUWUMBU,Random,Njombe Region,Makete District,PRIMARY,TZA,-9.380119,34.110243,1747.8,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,1833
TZA_010246,Monica Mollel,Tanzania,RUVUMA,Panel,Ruvuma Region,Songea District,SECONDARY,TZA,-10.6804467,35.6522867,1130.5,4.1,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,1848794
TZA_009242,Monica Mollel,Tanzania,LUPEMBE,Random,Njombe Region,Njombe District,PRIMARY,TZA,-9.2697583,35.2392288,1602.9,3.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8700
TZA_009446,Monica Mollel,Tanzania,MPAPA,Random,Ruvuma Region,Mbinga District,PRIMARY,TZA,-11.1215385,34.9267666,1507.6,4.9,HEALTH CENTRE,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,10425
TZA_001399,Monica Mollel,Tanzania,HINGA,Random,Ruvuma Region,Nyasa District,PRIMARY,TZA,-10.7685426,34.6861469,473.9,4.6,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,2015
TZA_005261,Monica Mollel,Tanzania,MITOMONI,Random,Ruvuma Region,Nyasa District,PRIMARY,TZA,-11.547691,35.4326543,600.7,4,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,6000
TZA_007459,Monica Mollel,Tanzania,RUVUMACHINI,Random,Ruvuma Region,Mbinga District,PRIMARY,TZA,-11.1806991,35.3243,771.1,4.8,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,9
TZA_012649,Vannessa Emanuel,Tanzania,LOOSOITO,Random,Arusha Region,Ngorongoro District,PRIMARY,TZA,-2.2319463,35.4900202,1990,3.4,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,6305
TZA_006344,Vannessa Emanuel,Tanzania,NAKWA,Random,Manyara Region,Babati District,PRIMARY,TZA,-4.246936,35.7064412,1372.7,4.3,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,18962
TZA_003844,Herriet Charles,Tanzania,LUHANGA,Random,Dar es Salaam Region,Ilala District,PRIMARY,TZA,-7.0631501,39.1185436,51,5,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4900
TZA_008324,Shija Edward,Tanzania,UKUMBISIGANGA,Random,Tabora Region,Kaliua District,PRIMARY,TZA,-5.496619,31.5129855,1129.7,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,13500
TZA_007180,Vannessa Emanuel,Tanzania,OLMOTI,Random,Arusha Region,Arusha District,PRIMARY,TZA,-3.426421,36.593958,1411,16,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,7416
TZA_002994,Rosemarry Ponya,Tanzania,KILOLELI CHAMWENDA,Random,Mwanza Region,Ilemela District,PRIMARY,TZA,-2.5010034,32.9240667,1208.8,3.6,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,17146
TZA_010235,Shija Edward,Tanzania,KITETE,Panel,Tabora Region,Tabora District,SECONDARY,TZA,-5.0293273,32.8078735,1202.1,4.6,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3391679
TZA_001633,Shija Edward,Tanzania,IGUGUNO,Random,Singida Region,Mkalama District,PRIMARY,TZA,-4.5651343,34.6275035,1362.7,4.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,19132
TZA_002143,Lucas Michael (Supervisor),Tanzania,IVUNA,Random,Songwe Region,Momba District,PRIMARY,TZA,-8.4397129,32.528492,965.5,9.9,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,1153
