Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
TZA_010221,BUGANDO MEDICAL CENTRE (BMC),Mwanza Region,Nyamagana District,TERTIARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,1800000,100,100,100,100,100,74.72222222222223,81.11111111111111,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(66.66666666666667), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",90.0,53.333333333333336,100.0,68.33333333333334,"[np.float64(66.66666666666667), np.float64(75.0), np.float64(66.66666666666667), np.float64(66.66666666666667), np.float64(66.66666666666667)]","[50, 75, 75, 75, 25, 100, 100, 100, 0, 75, 75, 75, 100, 50, 100, 100, 100, 0, 25, 75, 100, 100, 0, 100, 100, 100, 0, 25, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 50, 100, 0, 100, 100, 100, 0]",50.0,75.0,70.0,95.0,25.0,100.0,100.0,100.0,0.0,75.0,"[100, 100, 0, 100]",100.0,100.0,100.0,0.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",60.0,0.0,40.0,40.0,0.0,67.7332891767219,66.66666666666667,99.64961457603364,6.167369901547117,100.0,33.91608391608392,100.0,,5,40.0,"[100, 0, 0, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.42857142857143,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.77777777777777,100.0,0.0,0.0,77.77777777777777,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,0.0,2055.0,0.0,236.0,0.0,705.0,0.0,71.0,0.0,88.0,0.0,16.0,0.0
TZA_010240,MBEYA (SECONDARY),Mbeya Region,Mbeya District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200,100,100,100,100,100,92.77777777777779,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,100.0,100.0,85.55555555555557,"[np.float64(72.22222222222223), np.float64(83.33333333333333), np.float64(94.44444444444444), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[100, 100, 100, 100, 50, 100, 100, 0, 0, 100, 100, 100, 50, 100, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,90.0,90.0,90.0,100.0,100.0,80.0,20.0,0.0,[],0.0,,,,,,,,,,40.0,5,"[np.float64(25.0), np.float64(100.0), np.float64(50.0), np.float64(0.0), np.float64(25.0)]",20.0,40.0,60.0,60.0,40.0,68.34615384615384,,15.384615384615385,58.0,,,100.0,100.0,5,60.0,"[100, 100, 100, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.77777777777777,100.0,0.0,0.0,77.77777777777777,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,,,187.0,999.0,20.0,999.0,142.0,20.0,999.0,20.0,999.0,16.0,25.0,999.0
TZA_007746,Shongo,Mbeya Region,Mbeya District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9,0,0,100,0,100,,,[],,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,75.0,"[100, 0, 100, 100]",100.0,100.0,0.0,100.0,100.0,,,,,,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,56.25,,100.0,12.5,,,,,1,0.0,[0],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,100.0,,,,100.0,,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
TZA_013004,SONGWE,Songwe Region,Mbozi District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200,100,100,100,100,100,88.45454545454544,96.9090909090909,"[np.float64(90.0), np.float64(90.9090909090909), np.float64(90.9090909090909), np.float64(90.9090909090909), np.float64(90.9090909090909), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",90.72727272727272,100.0,100.0,79.99999999999999,"[np.float64(88.88888888888889), np.float64(77.77777777777777), np.float64(72.22222222222223), np.float64(77.77777777777777), np.float64(83.33333333333333)]","[100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 50, 100, 50, 100, 100, 0, 100, 100, 100, 100, 100, 50, 100, 0, 0, 100, 100, 50, 100, 100, 50, 100, 0, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 0]",100.0,80.0,90.0,100.0,70.0,100.0,60.0,40.0,80.0,0.0,[],0.0,,,,,73.33333333333334,100.0,80.0,100.0,20.0,50.0,5,"[np.float64(25.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(75.0)]",0.0,80.0,100.0,100.0,20.0,78.63636363636364,73.33333333333334,,,66.66666666666667,74.54545454545455,100.0,,5,100.0,"[100, 100, 100, 100, 100]",83.33333333333333,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.148148148148145,100.0,0.0,0.0,48.148148148148145,,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,53.0,999.0,14.0,10.0,20.0,999.0,5.0,5.0,999.0,999.0,10.0,5.0
TZA_006625,NGAMU,Singida Region,Singida District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,8806,100,100,100,100,100,63.05555555555556,53.333333333333336,"[np.float64(60.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",56.0,50.0,50.0,72.77777777777779,"[np.float64(66.66666666666667), np.float64(61.111111111111114), np.float64(75.0), np.float64(86.11111111111111), np.float64(75.0)]","[100, 100, 75, 100, 25, 100, 0, 100, 0, 100, 100, 75, 100, 75, 0, 0, 100, 0, 100, 100, 100, 100, 75, 0, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 0]",100.0,100.0,80.0,100.0,75.0,60.0,0.0,100.0,40.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,40.00000000000001,100.0,,0.0,20.0,12.5,2,"[np.float64(0.0), np.float64(25.0)]",50.0,0.0,0.0,0.0,0.0,62.77611940298507,40.00000000000001,75.0,0.0,,98.88059701492537,100.0,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,33.333333333333336,100.0,0.0,0.0,33.333333333333336,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,20.0,16.0,2.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0
TZA_006529,NDOLE,Morogoro Region,Mvomero District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,4878,100,0,100,100,100,72.05555555555556,58.0,"[np.float64(80.0), np.float64(70.0), np.float64(80.0), np.float64(80.0), np.float64(70.0), np.float64(50.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",76.0,40.0,,86.11111111111111,"[np.float64(86.11111111111111), np.float64(86.11111111111111), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 75, 100, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,87.5,100.0,100.0,87.5,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,25.0,1,[np.float64(25.0)],100.0,0.0,0.0,0.0,0.0,72.50269687162891,66.66666666666667,100.0,0.0,100.0,88.3495145631068,,80.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,73.33333333333333,15.0,11.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
TZA_002146,IWALANJE,Songwe Region,Mbozi District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9,0,0,100,100,100,90.32986111111111,85.0,"[np.float64(90.0), np.float64(80.0), np.float64(80.0), np.float64(90.0)]",85.0,,,95.65972222222223,"[np.float64(100.0), np.float64(100.0), np.float64(93.75), np.float64(88.88888888888889), np.float64(nan)]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 0, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,100.0,100.0,87.5,100.0,100.0,75.0,100.0,50.0,"[100, nan, 0, nan]",100.0,100.0,,0.0,,50.0,,50.0,100.0,0.0,,0,[],,,,,,77.5,50.0,100.0,60.0,100.0,,,,0,,[],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,50.0,,,,100.0,0.0,0.0,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
TZA_010253,TANGA,Tanga Region,Tanga District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2815597,100,100,100,0,100,89.54861111111111,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,100.0,100.0,79.09722222222221,"[np.float64(75.0), np.float64(75.0), np.float64(84.375), np.float64(75.0), np.float64(86.11111111111111)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, nan, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 100]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,25.0,0.0,[],0.0,,,,,,,,,,0.0,2,"[np.float64(0.0), np.float64(0.0)]",0.0,0.0,0.0,0.0,0.0,73.13113496932516,,92.02453987730061,0.5,,,100.0,100.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333333,100.0,100.0,100.0,100.0,,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.48148148148148,100.0,0.0,0.0,81.48148148148148,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,64.79481641468684,926.0,600.0,68.0,38.0,444.0,305.0,34.0,14.0,10.0,7.0,1.0,1.0
TZA_010233,IRINGA,Iringa Region,Iringa District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,80.97222222222223,83.33333333333333,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",100.0,100.0,50.0,78.61111111111111,"[np.float64(68.75), np.float64(68.75), np.float64(88.88888888888889), np.float64(83.33333333333333), np.float64(83.33333333333333)]","[100, 100, 50, nan, 0, 100, 100, 100, 0, 100, 100, 50, nan, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100]",100.0,100.0,60.0,100.0,20.0,100.0,80.0,100.0,60.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,5.0,5,"[np.float64(25.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,0.0,100.0,20.0,0.0,94.68041237113403,100.0,,,80.0,93.4020618556701,100.0,100.0,5,20.0,"[100, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.142857142857146,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.5925925925926,100.0,0.0,0.0,92.5925925925926,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,999.0,362.0,85.0,48.0,305.0,86.0,21.0,0.0,9.0,0.0,0.0,0.0
TZA_005577,MPANDA (Mbozi District),Songwe Region,Mbozi District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,9,0,0,100,100,100,80.90909090909092,80.90909090909092,"[np.float64(80.0), np.float64(90.0), np.float64(72.72727272727273)]",80.90909090909092,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,,[],,,,,,41.666666666666664,50.0,0.0,100.0,0.0,,0,[],,,,,,54.16666666666667,41.666666666666664,,,66.66666666666667,,,,0,,[],50.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
TZA_002774,KIDABU,Simiyu Region,Maswa District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,7056,100,0,100,100,100,89.35185185185185,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,78.7037037037037,"[np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(80.55555555555556), np.float64(nan), np.float64(nan)]","[100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,58.333333333333336,100.0,50.0,100.0,100.0,100.0,0.0,0.0,[],0.0,,,,,100.0,100.0,,100.0,100.0,12.5,2,"[np.float64(25.0), np.float64(0.0)]",50.0,0.0,0.0,0.0,0.0,60.07819905213271,100.0,100.0,7.5,0.0,92.89099526066352,,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,0.0,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,9.090909090909092,0.0,100.0,0.0,,9.090909090909092,0.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,86.66666666666667,15.0,13.0,4.0,3.0,5.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0
TZA_010249,SIMIYU,Simiyu Region,Bariadi District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2140497,100,100,100,100,100,81.92929292929293,84.96969696969697,"[np.float64(70.0), np.float64(70.0), np.float64(80.0), np.float64(81.81818181818181), np.float64(72.72727272727273), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",74.9090909090909,80.0,100.0,78.88888888888889,"[np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(86.11111111111111), np.float64(75.0), np.float64(77.77777777777777)]","[75, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 75, 50, 50, 100, 100, 100, 0, 100, 100, 75, 75, 50, 100, 100, 100, 0]",95.0,100.0,70.0,85.0,60.0,100.0,100.0,100.0,0.0,33.333333333333336,"[100, 0, 0, nan]",100.0,100.0,0.0,0.0,,70.0,100.0,100.0,0.0,100.0,,0,[],,,,,,63.333333333333336,70.0,,,20.0,,100.0,,0,,[],66.66666666666667,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,100.0,0.0,0.0,70.37037037037037,,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,,65.16220028208744,709.0,462.0,60.0,27.0,315.0,208.0,26.0,12.0,22.0,10.0,999.0,999.0
TZA_004217,MAHEMBE,Kigoma Region,Kigoma District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,17620,100,0,100,100,100,91.66666666666666,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,83.33333333333333,"[np.float64(80.55555555555556), np.float64(86.11111111111111), np.float64(83.33333333333333), np.float64(nan), np.float64(nan)]","[75, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",91.66666666666667,100.0,83.33333333333333,100.0,75.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,25.0,4,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100.0,0.0,0.0,0.0,0.0,59.28191945158526,100.0,66.66666666666666,30.0,0.0,99.74293059125964,,,4,0.0,"[0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,7.407407407407407,100.0,0.0,0.0,7.407407407407407,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.5,16.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,4.0
TZA_012828,MTWARA SOUTHERN ZONE,Mtwara Region,Mtwara District,TERTIARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,TERTIARY,4677769,100,100,100,0,100,96.38888888888889,95.0,"[np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,90.0,100.0,97.77777777777779,"[np.float64(100.0), np.float64(100.0), np.float64(88.88888888888889), np.float64(100.0), np.float64(100.0)]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,0.0,[],0.0,,,,,,,,,,,0,[],,,,,,77.0625,,100.0,8.25,,,100.0,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,100.0,0.0,0.0,55.55555555555556,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,20.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
