Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM_ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
MDG_002858,CHU Andrainjato,Haute Matsiatra,Fianarantsoa I,TERTIARY,OTHER (SPECIFY),Centre Hospitalier Universitaire (CHU),MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,0,0,100,0,0,90.55555556,,[],,,,90.55555556,"[np.float64(97.22222222222223), np.float64(83.33333333333333), np.float64(91.66666666666667), np.float64(94.44444444444444), np.float64(86.11111111111111)]","[100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 75, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 0, 100, 100]",100,100,95,100,60,100,60,100,100,,"[nan, nan, nan, nan]",100,,,,,,,,,,,0,[],,,,,,,,,,,,,,0,,[],100,100,100,100,100,100,100,100,,,,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.44444444,100,0,0,44.44444444,,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,100,100,100,0,100,0,0,0,0,0,,,999,999,999,999,999,999,999,999,999,999,999,999
MDG_003631,FSP Indosuma Toliara,Atsimo Andrefana,Toliara I,PRIMARY,HEALTH POST,,OTHER (SPECIFY),Dispensaire pour ses travailleurs,PERIURBAN,OUTPATIENT ONLY,PRIMARY,9,0,0,100,0,0,,,[],,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,0,[],0,,,,,,,,,,,0,[],,,,,,56.25,,100,12.5,,,,,0,,[],83.33333333,100,0,100,100,100,100,100,,,,100,,,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,999,999,1,1,1,1,0,0,0,0,0,0
MDG_002837,CHRD1 Betafo Avaratsena,Vakinankaratra,Betafo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,350469,100,100,100,100,100,71.90088384,63.45454545,"[np.float64(54.54545454545455), np.float64(40.0), np.float64(30.0), np.float64(30.0), np.float64(30.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",36.90909091,,90,80.34722222,"[np.float64(91.66666666666667), np.float64(72.22222222222223), np.float64(75.0), np.float64(72.22222222222223), np.float64(90.625)]","[100, 100, 75, 100, 50, 100, 100, 100, 100, 100, 100, 50, 75, 25, 100, 0, 100, 100, 100, 75, 50, nan, 75, 100, 0, 100, 100, 100, 75, 50, 75, 50, 100, 100, 100, 0, 75, 100, 100, nan, 50, 100, 100, 100, 100]",95,90,65,83.33333333,50,100,60,100,80,100,"[100, 100, 100, nan]",100,100,100,100,,43.33333333,40,0,100,0,,0,[],,,,,,71.66666667,43.33333333,100,15,100,,100,,0,,[],100,100,100,100,100,100,100,50,0,,100,100,0,0,100,100,0,100,0,100,100,0,100,100,100,50,100,100,11.11111111,100,0,0,11.11111111,,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
MDG_002732,CHRR Vakinankaratra,Vakinankaratra,Antsirabe I,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,100,100,65.93055556,49.77777778,"[np.float64(50.0), np.float64(50.0), np.float64(30.0), np.float64(40.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(66.66666666666667), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",46,53.33333333,50,82.08333333,"[np.float64(84.375), np.float64(68.75), np.float64(91.66666666666667), np.float64(81.25), np.float64(84.375)]","[50, 75, 75, nan, 75, 100, 100, 100, 100, 75, 50, 50, nan, 75, 100, 0, 100, 100, 100, 100, 75, 100, 50, 100, 100, 100, 100, 50, 50, 75, nan, 75, 100, 100, 100, 100, 100, 100, 100, nan, 75, 100, 0, 100, 100]",75,75,75,100,70,100,60,100,100,66.66666667,"[100, 100, 0, nan]",100,100,100,0,,20,60,,0,0,,0,[],,,,,,50,20,,,80,,100,0,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,55.55555556,100,0,0,55.55555556,,100,100,0,100,0,100,0,0,100,0,100,100,100,100,100,100,0,100,100,100,0,100,0,0,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0
MDG_002834,CHRD2 Ambatolampy,Vakinankaratra,Ambatolampy,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,311312,100,100,100,100,0,68.99038462,59.23076923,"[np.float64(60.0), np.float64(70.0), np.float64(70.0), np.float64(60.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0)]",64,50,60,78.75,"[np.float64(81.25), np.float64(90.625), np.float64(90.625), np.float64(90.625), np.float64(40.625)]","[75, 100, 100, nan, 75, 100, 0, 100, 100, 100, 100, 75, nan, 50, 100, 100, 100, 100, 100, 100, 75, nan, 50, 100, 100, 100, 100, 100, 75, 100, nan, 50, 100, 100, 100, 100, 75, 100, 50, nan, 0, 100, 0, 0, 0]",90,95,80,,45,100,60,80,80,0,[],0,,,,,33.33333333,100,,0,0,,0,[],,,,,,55.97222222,33.33333333,100,2.5,100,,100,0,0,,[],100,100,100,100,100,100,100,83.33333333,0,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,37.03703704,100,0,0,37.03703704,,0,0,0,0,0,100,100,0,100,0,0,0,100,100,100,0,0,100,100,100,0,100,0,0,0,0,0,,0,41,0,6,0,24,0,2,0,4,0,0,0
MDG_002813,CHRD1 Arivonimamo,Itasy,Arivonimamo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,400834,100,100,100,100,0,65.05555556,67.33333333,"[np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",52,50,100,62.77777778,"[np.float64(41.666666666666664), np.float64(55.55555555555556), np.float64(77.77777777777777), np.float64(52.77777777777778), np.float64(86.11111111111111)]","[0, 0, 25, 100, 50, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 75, 100, 0, 100, 0, 100, 100, 100, 0, 75, 100, 100, 100, 100]",80,80,25,20,60,100,40,100,60,33.33333333,"[100, 0, 0, nan]",100,100,0,0,,6.666666667,0,,20,0,,0,[],,,,,,51.24358974,6.666666667,54.16666667,15.38461538,100,,,80,0,,[],16.66666667,0,0,0,0,0,100,66.66666667,100,100,100,100,0,,0,,,,,,,,,,,,,,22.22222222,100,0,0,22.22222222,,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,,,10,10,4,2,8,7,2,1,3,1,0,0
MDG_000270,CSB2 Ambatomanga,Itasy,Arivonimamo,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8416,0,100,100,100,100,47.8968254,38.57142857,"[np.float64(50.0), np.float64(40.0), np.float64(30.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(0.0)]",44,,25,57.22222222,"[np.float64(66.66666666666667), np.float64(55.55555555555556), np.float64(55.55555555555556), np.float64(52.77777777777778), np.float64(55.55555555555556)]","[100, 100, 0, 0, 100, 100, 100, 100, 0, 100, 100, 75, 0, 25, 100, 0, 100, 0, 100, 100, 100, 0, 0, 100, 0, 100, 0, 100, 100, 75, 0, 0, 100, 0, 100, 0, 100, 100, 100, 0, 0, 100, 0, 100, 0]",100,100,70,0,25,100,20,100,0,75,"[100, 0, 100, 100]",100,100,0,100,100,0,0,,0,0,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,100,0,0,75.83629893,0,100,100,60,95.01779359,100,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,60,,,0,100,100,0,100,,,,,,,,,,,,,,3.703703704,100,0,0,3.703703704,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,1,1,0,0,1,1,26,0
MDG_000305,CSB2 Ambohinaivo,Itasy,Miarinarivo,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,11009,0,0,100,100,100,55.48148148,48,"[np.float64(40.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",48,,,62.96296296,"[np.float64(66.66666666666667), np.float64(66.66666666666667), np.float64(55.55555555555556), np.float64(nan), np.float64(nan)]","[100, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,66.66666667,0,33.33333333,100,66.66666667,100,0,100,"[100, 100, 100, 100]",100,100,100,100,100,0,0,,0,0,25,3,"[np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100,0,100,0,0,45.83333333,0,66.66666667,22.5,40,100,,,3,0,"[0, 0, 0]",100,100,100,100,100,100,100,25,,,,0,0,0,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,1,0,1,0,1,0,0,0,1,0,12,0
MDG_000379,CSB2 Amboniandrefana,Vakinankaratra,Antanifotsy,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,10226,0,0,100,100,100,53.03472222,36,"[np.float64(40.0), np.float64(30.0), np.float64(30.0), np.float64(40.0), np.float64(40.0)]",36,,,70.06944444,"[np.float64(83.33333333333333), np.float64(81.25), np.float64(50.0), np.float64(71.875), np.float64(63.888888888888886)]","[100, 100, 75, 75, 100, 100, 100, 100, 0, 100, 100, 100, nan, 50, 100, 0, 100, 100, 75, 100, 75, nan, 50, 0, 0, 100, 0, 100, 100, 50, nan, 25, 100, 100, 100, 0, 50, 50, 75, 75, 25, 100, 0, 100, 100]",85,90,75,75,50,80,40,100,40,75,"[0, 100, 100, 100]",100,0,100,100,100,26.66666667,0,,80,0,20,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(0.0)]",80,0,100,0,0,63.26027944,26.66666667,100,7,100,82.63473054,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,75,,,,100,0,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,2,0,0,0,2,0,0,0,0,0,0,0
MDG_002814,CHRD2 Soavinandriana,Itasy,Soavinandriana,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,100000,100,100,100,0,0,48.26388889,43.75,"[np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",,33.33333333,50,52.77777778,"[np.float64(44.44444444444444), np.float64(44.44444444444444), np.float64(55.55555555555556), np.float64(52.77777777777778), np.float64(66.66666666666667)]","[100, 100, 0, 0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 75, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 100, 100, 100, 100, 0]",95,100,0,0,20,100,60,100,0,66.66666667,"[0, 100, 100, nan]",100,0,100,100,,,,,,,,0,[],,,,,,67.61904762,,100,2.857142857,,,,100,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,0,0,100,100,0,100,0,0,50,100,100,29.62962963,100,0,0,29.62962963,,100,0,0,100,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,,0,4,0,2,0,2,0,2,0,0,0,0,0
MDG_002912,CHU Mitsinjo Betanimena,Atsimo Andrefana,Toliara II,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,0,100,100,100,78.58585859,72.72727273,"[np.float64(63.63636363636363), np.float64(70.0), np.float64(80.0), np.float64(70.0), np.float64(80.0)]",72.72727273,,,84.44444444,"[np.float64(86.11111111111111), np.float64(83.33333333333333), np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(88.88888888888889)]","[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100,100,75,100,85,100,100,100,0,33.33333333,"[100, 0, 0, nan]",100,100,0,0,,68.33333333,100,100,100,0,,0,[],,,,,,47.94547046,68.33333333,92.15686275,0.212765957,40,39.02439024,,,0,,[],16.66666667,0,0,0,0,0,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.44444444,100,0,0,44.44444444,,0,0,0,0,0,0,0,0,100,100,100,0,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,,,164,999,10,1,73,4,3,0,5,0,0,0
MDG_002910,CHU JRA,Analamanga,Antananarivo Renivohitra,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,150000,100,0,100,0,100,74.86111111,,[],,,,74.86111111,"[np.float64(80.55555555555556), np.float64(77.77777777777777), np.float64(68.75), np.float64(83.33333333333333), np.float64(63.888888888888886)]","[75, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 75, 100, nan, 75, 100, 0, 100, 0, 50, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 75, 75, 50, 100, 0, 100, 0]",80,95,80,93.75,70,100,60,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,100,,,,,100,,,0,,[],16.66666667,0,0,0,0,0,100,66.66666667,0,,,100,,100,,100,100,0,100,100,100,0,100,100,100,50,100,100,51.85185185,100,0,0,51.85185185,,100,0,0,100,0,0,0,0,100,100,100,100,100,100,100,100,0,100,100,100,0,100,0,0,0,0,0,,0,597,0,149,0,137,0,20,0,2,0,0,0
MDG_001121,CSB2 Analaliry,Ihorombe,Ihosy,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,15271,0,0,100,100,100,56.45138889,42,"[np.float64(30.0), np.float64(50.0), np.float64(50.0), np.float64(40.0), np.float64(40.0)]",42,,,70.90277778,"[np.float64(93.75), np.float64(63.888888888888886), np.float64(71.875), np.float64(62.5), np.float64(62.5)]","[100, 100, 100, nan, 50, 100, 100, 100, 100, 75, 100, 75, 100, 25, 100, 0, 100, 0, 75, 75, 75, nan, 50, 100, 0, 100, 100, 75, 75, 75, nan, 75, 100, 0, 100, 0, 50, 100, 75, nan, 75, 100, 0, 100, 0]",75,90,80,100,55,100,20,100,40,50,"[100, 0, 0, 100]",100,100,0,0,100,33.33333333,0,,100,0,25,5,"[np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100,0,0,0,0,86.12026295,33.33333333,100,97.5,100,99.76798144,,,5,0,"[0, 0, 0, 0, 0]",16.66666667,0,0,0,0,0,100,75,,,,100,0,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,0,0,0,0,2,0,0,0,0,0,0,0
MDG_000340,CSB2 Ankaranana,Itasy,Soavinandriana,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9718,0,0,100,100,100,55.32323232,55.09090909,"[np.float64(45.45454545454545), np.float64(50.0), np.float64(60.0), np.float64(60.0), np.float64(60.0)]",55.09090909,,,55.55555556,"[np.float64(63.888888888888886), np.float64(52.77777777777778), np.float64(50.0), np.float64(nan), np.float64(nan)]","[100, 100, 75, 0, 0, 100, 100, 100, 0, 100, 100, 75, 0, 0, 100, 0, 100, 0, 75, 100, 0, 75, 0, 0, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",91.66666667,100,50,25,0,66.66666667,66.66666667,100,0,75,"[0, 100, 100, 100]",100,0,100,100,100,31.66666667,100,0,0,0,25,3,"[np.float64(25.0), np.float64(25.0), np.float64(25.0)]",100,0,100,0,0,55,31.66666667,100,23.33333333,20,100,,,3,0,"[0, 0, 0]",100,100,100,100,100,100,100,25,,,,0,0,100,0,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,2,2,0,0,2,0,0,0,1,0,8,0
MDG_002812,CHRD1 Ivohibe,Ihorombe,Ivohibe,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,72077,100,100,100,100,100,62.93055556,41,"[np.float64(50.0), np.float64(50.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(0.0), np.float64(0.0)]",52,,30,84.86111111,"[np.float64(75.0), np.float64(83.33333333333333), np.float64(68.75), np.float64(100.0), np.float64(97.22222222222223)]","[75, 100, 75, nan, 50, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 100, 50, 75, 75, nan, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100]",85,95,85,100,70,100,80,100,60,66.66666667,"[0, 100, 100, nan]",100,0,100,100,,40,20,,100,0,,0,[],,,,,,77.52834467,40,100,63.33333333,80,81.83673469,100,,0,,[],100,100,100,100,100,100,100,66.66666667,100,,0,100,0,100,100,100,100,0,0,100,100,0,100,100,100,50,100,100,14.81481481,100,0,0,14.81481481,,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,0,4,0,1,0,2,0,1,0,0,0,0,0
MDG_002736,CHRR Ihorombe,Ihorombe,Ihosy,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,521210,100,100,100,0,0,63.05555556,38.88888889,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(0.0), np.float64(0.0), np.float64(50.0)]",,50,30,87.22222222,"[np.float64(96.875), np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(78.125), np.float64(97.22222222222223)]","[100, 100, 100, nan, 75, 100, 100, 100, 100, 75, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 75, 100, 75, 100, 0, 100, 100, 75, 100, 100, nan, 50, 100, 0, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100]",90,100,95,100,65,100,40,100,100,66.66666667,"[0, 100, 100, nan]",100,0,100,100,,,,,,,,0,[],,,,,,50.10714286,,100,0.428571429,,,100,0,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,81.48148148,100,0,0,81.48148148,,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,100,0,,0,55,0,4,0,35,0,3,0,0,0,0,0
MDG_002784,CHRD2 Sakaraha,Atsimo Andrefana,Sakaraha,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,186063,100,100,100,0,0,49.6875,21.66666667,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(33.333333333333336), np.float64(33.333333333333336), np.float64(50.0), np.float64(50.0), np.float64(0.0), np.float64(50.0), np.float64(0.0)]",,13.33333333,30,77.70833333,"[np.float64(78.125), np.float64(75.0), np.float64(84.375), np.float64(84.375), np.float64(66.66666666666667)]","[100, 100, 100, nan, 25, 100, 0, 100, 100, 100, 100, 50, 100, 25, 100, 0, 100, 100, 100, 100, 50, nan, 25, 100, 100, 100, 100, 75, 100, 75, nan, 25, 100, 100, 100, 100, 75, 100, 50, 100, 75, 0, 0, 100, 100]",90,100,65,100,35,80,40,100,100,0,"[0, 0, 0, nan]",100,0,0,0,,,,,,,,0,[],,,,,,41.22222222,,100,3.666666667,,,,20,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,0,100,100,100,100,0,100,100,100,50,100,100,11.11111111,100,0,0,11.11111111,,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,0,29,0,4,0,10,0,3,0,0,0,0,0
MDG_002911,CHU Antanambao,Atsimo Andrefana,Toliara I,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,100,100,81.66638917,80.3962704,"[np.float64(81.81818181818181), np.float64(60.0), np.float64(70.0), np.float64(80.0), np.float64(70.0), np.float64(66.66666666666667), np.float64(66.66666666666667), np.float64(100.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",72.36363636,77.77777778,90,82.93650794,"[np.float64(86.11111111111111), np.float64(80.55555555555556), np.float64(82.14285714285714), np.float64(nan), np.float64(nan)]","[100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 75, 100, 100, 100, 0, 100, 100, 75, nan, nan, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,66.66666667,100,87.5,100,100,100,0,0,[],0,,,,,50,40,100,100,0,,0,[],,,,,,58.78993224,50,50.19762846,2.086614173,80,79.24528302,50,100,0,,[],0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,100,0,100,100,0,0,100,0,0,100,0,55.55555556,100,0,0,55.55555556,,0,0,100,100,0,100,0,0,100,100,0,100,100,100,100,100,100,100,100,100,0,100,0,0,0,0,0,,3.333333333,180,6,31,0,109,5,8,0,12,0,0,0
MDG_002811,CHRD2 Ranohira,Ihorombe,Ihosy,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,130078,100,100,100,0,0,68.26388889,50,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,0,100,86.52777778,"[np.float64(94.44444444444444), np.float64(78.125), np.float64(94.44444444444444), np.float64(68.75), np.float64(96.875)]","[100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 75, nan, 50, 100, 0, 100, 100, 75, 100, 100, 100, 75, 100, 100, 100, 100, 75, 100, 50, nan, 25, 100, 0, 100, 100, 100, 100, 100, nan, 75, 100, 100, 100, 100]",90,100,85,100,55,100,60,100,100,33.33333333,"[0, 100, 0, nan]",100,0,100,0,,,,,,,,0,[],,,,,,69.61538462,,100,8.846153846,,,100,,0,,[],100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40.74074074,100,0,0,40.74074074,,100,0,0,0,0,100,0,0,100,0,0,100,100,100,0,0,0,100,100,100,100,100,0,0,0,0,0,,0,13,0,2,0,4,0,2,0,0,0,0,0
