Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guideline_check,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
NGA_000709,St Mary'S Catholic Hospital Eleta,Oyo,Ibadan-South-East,SECONDARY,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,89.28935185185186,97.25925925925927,"[100.0, 90.0, 80.0, 100.0, 88.88888888888889, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",91.77777777777779,100.0,100.0,81.31944444444446,"[80.55555555555556, 86.11111111111111, 69.44444444444444, 84.375, 86.11111111111111]","[100, 75, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 75, 75, 75, 100, 100, 0, 0, 100, 100, nan, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,93.33333333333334,100.0,100.0,100.0,80.0,25.0,3,"[25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,62.87500000000001,93.33333333333334,96.0,1.25,80.0,,40.0,66.66666666666667,0.0,"[0, 0, 0]",83.33333333333334,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,74.07407407407408,"[100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0]",74.07407407407408,,16.666666666666664,150.0,25.0
NGA_000294,Bungudu Wcwc,Zamfara,Bungudu,PRIMARY,CLINIC/DISPENSARY,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9,0,0,100,100,100,51.583333333333336,24.0,"[40.0, 20.0, 20.0, 10.0, 30.0]",24.0,,,79.16666666666667,"[77.77777777777777, 66.66666666666667, 87.5, 75.0, 88.88888888888889]","[100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 50, 100, 50, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, nan, 100, 100, 100, 100, 100, 0, 0, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,13.333333333333334,0.0,,40.0,0.0,87.5,2,"[100.0, 75.0]",100.0,100.0,100.0,50.0,65.23148148148148,13.333333333333334,100.0,5.416666666666666,100.0,107.40740740740739,,,100.0,"[100, 100]",100.0,100.0,"[nan, nan, nan, 100, 100, 100, 100]",,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.62962962962963,"[0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 100, 100, 100, 0, 0, 100, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0]",29.62962962962963,,0.0,27.0,0.0
NGA_000171,Solat Women Hospital Jos,Plateau,Jos-North,SECONDARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,76.77777777777777,63.55555555555556,"[60.0, 50.0, 20.0, 80.0, 60.0, 50.0, 66.66666666666667, 66.66666666666667, 100.0, 50.0, 100.0, 50.0, 50.0, 100.0, 50.0]",54.0,66.66666666666667,70.0,90.0,"[100.0, 75.0, 87.5, 87.5, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 0, 0, 100, nan, 100, 75, 75, 100, 50, 100, 100, 100, nan, 100, 100, 100, 100, 100, 0, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,53.333333333333336,0.0,100.0,80.0,20.0,87.5,2,"[100.0, 75.0]",100.0,100.0,100.0,50.0,66.50831624515834,53.333333333333336,100.0,5.526315789473685,100.0,106.69856459330143,0.0,100.0,100.0,"[100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.18518518518519,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 100, 100]",85.18518518518519,,0.0,37.0,0.0
NGA_000085,National Hospital Abuja,Fct,Abuja-Municipal-Area-Council,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2000,100,100,100,100,100,94.44444444444444,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,88.88888888888889,"[88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,75.0,5,"[75.0, 75.0, 75.0, 75.0, 75.0]",100.0,0.0,100.0,100.0,81.81730944774075,100.0,80.0,0.325,100.0,92.39616613418531,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,9.090909090909092,1100.0,100.0
NGA_000394,District Hospital Ikem,Enugu,Isi-Uzo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,287,100,100,100,100,100,90.8080808080808,96.06060606060606,"[90.0, 90.0, 90.0, 90.9090909090909, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",88.18181818181817,100.0,100.0,85.55555555555554,"[88.88888888888889, 88.88888888888889, 77.77777777777777, 83.33333333333333, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,5,"[75.0, 100.0, 100.0, 75.0, 100.0]",100.0,100.0,100.0,60.0,80.84995709995711,100.0,88.88888888888889,26.25,100.0,110.8108108108108,60.0,80.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,77.77777777777777,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 0, 100, 100, 100, 100, 0]",77.77777777777777,,88.0,25.0,22.0
NGA_000583,General Hospital Bonny,Rivers,Bonny,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,45.333333333333336,45.333333333333336,"[30.0, 30.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 50.0, 50.0, 0.0]",36.0,50.0,50.0,,[],[],100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,33.333333333333336,100.0,,0.0,0.0,100.0,1,[100.0],100.0,100.0,100.0,100.0,61.55560379133203,33.333333333333336,100.0,2.3529411764705883,80.0,95.20295202952029,20.0,100.0,100.0,[100],66.66666666666666,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,70.37037037037037,"[100, 100, 100, 0, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 0, 0, 100, 100, 100, 100, 0]",70.37037037037037,,0.0,1550.0,0.0
NGA_000608,University Of Port Harcourt Teaching Hospital (Upth),Rivers,Obio-Akpor,TERTIARY,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2000000,100,100,100,100,100,68.93118686868686,87.51515151515152,"[70.0, 70.0, 70.0, 80.0, 72.72727272727273, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 100.0]",72.54545454545455,100.0,90.0,50.34722222222222,"[63.888888888888886, 62.5, 0.0, 75.0]","[50, 75, 25, 75, 50, 100, 100, 100, 0, 75, 75, 50, 50, 50, 100, nan, 100, 0, nan, nan, nan, nan, nan, 0, 0, nan, 0, 100, 100, 50, 75, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,68.33333333333334,100.0,100.0,100.0,0.0,83.33333333333333,3,"[100.0, 50.0, 100.0]",100.0,100.0,66.66666666666667,66.66666666666667,60.27878787878789,68.33333333333334,73.33333333333333,8.618181818181817,80.0,85.0,40.0,66.66666666666667,66.66666666666667,"[100, 0, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,0.0,39.0,0.0
NGA_000585,General Hospital Eleme,Rivers,Eleme,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,250000,100,100,100,100,100,73.92857142857143,80.0,"[80.0, 80.0, 80.0, 80.0, 80.0, 50.0, 50.0, 50.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,60.0,100.0,67.85714285714286,[67.85714285714286],"[75, 75, 75, nan, 50, 100, 0, 100, nan]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,100.0,0.0,41.666666666666664,3,"[0.0, 75.0, 50.0]",66.66666666666667,0.0,33.333333333333336,66.66666666666667,59.67181387322861,66.66666666666667,94.44444444444444,2.7941176470588234,40.0,53.79746835443038,60.0,100.0,33.333333333333336,"[0, 100, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,85.18518518518519,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 0]",85.18518518518519,,,15.0,999.0
NGA_000405,Health Centre Nsukka,Enugu,Nsukka,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,9,100,100,100,100,100,72.11111111111111,82.0,"[80.0, 80.0, 70.0, 80.0, 70.0, 50.0, 100.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",76.0,70.0,100.0,62.222222222222214,"[77.77777777777777, 69.44444444444444, 58.333333333333336, 44.44444444444444, 61.111111111111114]","[100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 75, 50, 100, 100, 100, 0, 100, 0, 50, 100, 50, 50, 75, 100, 100, 0, 0, 100, 25, 50, 50, 75, 0, 100, 0, 0, 50, 100, 50, 100, 50, 0, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,100.0,0.0,45.0,5,"[100.0, 50.0, 25.0, 25.0, 25.0]",100.0,20.0,20.0,40.0,66.55852444070412,66.66666666666667,71.42857142857143,14.0,100.0,93.81443298969072,40.0,80.0,20.0,"[100, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,74.07407407407408,"[100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 0, 100, 100, 100, 100, 0]",74.07407407407408,,41.66666666666667,12.0,5.0
NGA_000169,Cottage Hospital Bokkos,Plateau,Bokkos,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,0,0,100,100,100,59.916666666666664,34.0,"[40.0, 30.0, 40.0, 30.0, 30.0]",34.0,,,85.83333333333333,"[77.77777777777777, 81.25, 88.88888888888889, 93.75, 87.5]","[100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 50, 0, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan]",75.0,"[100, 100, 100, 0]",100,100.0,100.0,100.0,0.0,20.0,0.0,,60.0,0.0,75.0,2,"[75.0, 75.0]",100.0,100.0,100.0,0.0,63.078651685393254,20.0,100.0,10.0,100.0,85.39325842696628,,,100.0,"[100, 100]",100.0,100.0,"[nan, nan, nan, 100, 100, 100, 100]",,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.148148148148145,"[0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 0, 0, 0, 0]",48.148148148148145,,0.0,29.0,0.0
NGA_000601,Cottage Hospital Obio,Rivers,Obio-Akpor,SECONDARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2000,100,0,100,100,100,66.3125,67.0,"[60.0, 60.0, 60.0, 70.0, 70.0, 50.0, 100.0, 100.0, 50.0, 50.0]",64.0,70.0,,65.625,[65.625],"[75, 100, 75, 75, nan, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,33.333333333333336,100.0,,0.0,0.0,75.0,1,[75.0],100.0,0.0,100.0,100.0,70.69150858175249,33.333333333333336,100.0,7.888888888888888,100.0,82.92682926829268,,100.0,100.0,[100],50.0,100.0,"[100, 100, nan, 100, 100, 100, 100]",100.0,100.0,,100.0,100.0,100.0,100.0,50.0,0.0,100.0,59.25925925925926,"[100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0]",59.25925925925926,,35.77981651376147,109.0,39.0
NGA_000177,General Hospital Shendam,Plateau,Shendam,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,87.125,85.77777777777779,"[70.0, 80.0, 90.0, 80.0, 50.0, 66.66666666666667, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",74.0,83.33333333333334,100.0,88.47222222222221,"[61.111111111111114, 87.5, 93.75, 100.0, 100.0]","[100, 100, 100, 100, 50, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 50, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,80.00000000000001,,100.0,100.0,40.0,100.0,3,"[100.0, 100.0, 100.0]",100.0,100.0,100.0,100.0,67.3033448033448,80.00000000000001,100.0,20.681818181818183,100.0,95.44159544159544,0.0,75.0,100.0,"[100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,0.0,61.0,0.0
NGA_000261,General Hospital Bichi,Kano,Bichi,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,66.28472222222223,52.222222222222214,"[30.0, 50.0, 20.0, 20.0, 30.0, 50.0, 50.0, 50.0, 33.333333333333336, 50.0, 100.0, 100.0, 50.0, 100.0, 50.0]",30.0,46.66666666666667,80.0,80.34722222222223,"[88.88888888888889, 87.5, 75.0, 78.125, 72.22222222222223]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 50, 100, 50, 0, 100, 100, nan, 100, 100, 100, 100, 25, 100, 0, 100, nan, 100, 100, 100, 50, 100, 0, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,40.00000000000001,0.0,100.0,100.0,0.0,75.0,3,"[75.0, 75.0, 75.0]",100.0,100.0,100.0,0.0,65.06849315068493,40.00000000000001,,,100.0,95.34246575342465,40.0,50.0,100.0,"[100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,0.0,72.0,0.0
NGA_000092,Sister Of Nativity Jikwoyi,Fct,Abuja-Municipal-Area-Council,SECONDARY,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,94.44444444444444,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,88.88888888888889,"[88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,75.0,5,"[75.0, 75.0, 75.0, 75.0, 75.0]",100.0,0.0,100.0,100.0,82.72184237456814,100.0,85.33333333333334,1.1328125,100.0,92.58675078864354,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,12.790697674418606,172.0,22.0
NGA_000629,General Hospital Apapa,Lagos,Apapa,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,317,100,100,100,100,100,94.44444444444444,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,88.88888888888889,"[88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,75.0,5,"[75.0, 75.0, 75.0, 75.0, 75.0]",100.0,0.0,100.0,100.0,76.39762512150735,100.0,84.06374501992032,2.2985781990521326,80.0,68.42105263157895,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,44.08163265306123,245.0,108.0
NGA_000636,General Hospital Ikorodu,Lagos,Ikorodu,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,550,100,100,100,100,100,94.44444444444444,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,88.88888888888889,"[88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,75.0,5,"[75.0, 75.0, 75.0, 75.0, 75.0]",100.0,0.0,100.0,100.0,77.66100073708593,100.0,93.66666666666667,1.6725978647686832,80.0,68.28774062816616,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,10.0,290.0,29.0
NGA_000638,Nigerian Institute Of Medical Research (NIMR),Lagos,Lagos-Mainland,SECONDARY,OTHER (SPECIFY),Medical Research Institute,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,TERTIARY,2500000,100,100,0,0,100,94.44444444444444,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",,100.0,100.0,88.88888888888889,"[88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",33.333333333333336,"[0, 100, 0, nan]",100,0.0,100.0,0.0,,,,,,,,0,[],,,,,74.54821462368305,,92.36641221374046,5.8264462809917354,,,100.0,100.0,,[],100.0,100.0,"[100, 100, 100, nan, nan, 100, 100]",100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,100.0,96.29629629629629,"[100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",96.29629629629629,,5.467372134038801,567.0,31.0
NGA_000625,General Hospital Alimosho,Lagos,Alimosho,SECONDARY,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,940,100,100,100,100,100,93.33333333333334,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,86.66666666666667,"[88.88888888888889, 77.77777777777777, 88.88888888888889, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,75.0,5,"[75.0, 75.0, 75.0, 75.0, 75.0]",100.0,0.0,100.0,100.0,80.48406328823664,100.0,95.84615384615385,0.9390048154093098,80.0,86.60328435609334,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,6.421052631578947,950.0,61.0
NGA_000494,General Hospital Iquita Oron,Akwa-Ibom,Oron,SECONDARY,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,46.25925925925926,92.51851851851852,"[80.0, 70.0, 80.0, 77.77777777777777, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",77.55555555555556,100.0,100.0,0.0,[0.0],"[nan, nan, nan, nan, nan, 0, 0, nan, 0]",100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,56.66666666666667,75.0,,100.0,0.0,50.0,1,[50.0],100.0,0.0,100.0,0.0,71.08134920634922,56.66666666666667,80.0,9.821428571428571,100.0,,80.0,100.0,100.0,[100],100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,100.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,,,999.0,999.0
