Q100,FI_2,FI_3,Q102,Q100a,Q105,Q106,Q105_a,Q106_a,Q109-Latitude,Q109-Longitude,Q109-Altitude,Q109-Accuracy,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002
NGA_000282,Garba Muyi Lawan,Nigeria,General Hospital Sumaila,Random,Kano,Sumaila,SECONDARY,NGA,11.540367017389,8.95672879248051,44.8,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,24000
NGA_000271,Garba Muyi Lawan,Nigeria,General Hospital Gezawa,Random,Kano,Gezawa,SECONDARY,NGA,12.0881455071654,8.75222205772683,42,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,41000
NGA_000280,Garba Muyi Lawan,Nigeria,General Hospital Rano,Panel,Kano,Rano,SECONDARY,NGA,11.5626954303979,8.58553156568473,44.9,2,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,5000
NGA_000149,Foreman George Markus,Nigeria,Primary Health Centre Mararaba Udege,Random,Nasarawa,Nasarawa,PRIMARY,NGA,9.04374750596603,7.60801173908102,45.7,3.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,500
NGA_000264,Garba Muyi Lawan,Nigeria,General Hospital Dawakin Tofa,Panel,Kano,Dawakin-Tofa,SECONDARY,NGA,12.1083016425444,8.33175792543289,44.2,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,20000
NGA_000277,Garba Muyi Lawan,Nigeria,General Hospital Kura,Random,Kano,Kura,SECONDARY,NGA,11.7779845617408,8.42436304401199,45.5,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,32444
NGA_000278,Garba Muyi Lawan,Nigeria,Akilu Memorial Hospital Madobi,Random,Kano,Madobi,PRIMARY,NGA,11.7590410619565,8.28369779704754,46.1,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,PRIMARY,26000
NGA_000270,Garba Muyi Lawan,Nigeria,General Hospital Gaya,Panel,Kano,Gaya,SECONDARY,NGA,11.8677060300752,8.98942872239584,43,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,16000
NGA_000174,Ibrahim Abdullahi Lapai,Nigeria,General Hospital Pankshin,Random,Plateau,Pankshin,SECONDARY,NGA,9.33260596284634,9.41364554753473,67.6,3.7,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,6000
NGA_000276,Garba Muyi Lawan,Nigeria,Comprehensive Health Centre Kumbotso,Random,Kano,Kumbotso,PRIMARY,NGA,11.9319799330954,8.51973202749432,43.5,3.9,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,1900
NGA_000218,Raidat Nurideen,Nigeria,Primary Health Centre Mayo Gwoi,Random,Taraba,Jalingo,PRIMARY,NGA,8.9133604,11.3509712,202.1,4.2,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,28344
NGA_000187,Ahmed Biri Hammanjoda,Nigeria,Health Centre Yolde Pate,Random,Adamawa,Yola-South,PRIMARY,NGA,9.2090391,12.4383574,203.1,19,HEALTH CENTRE,,MINISTRY OF HEALTH,,URBAN,OUTPATIENT ONLY,PRIMARY,890340
NGA_000456,Udom Ndifreke,Nigeria,Qua-Iboe Church (Qic) Leprosy Hospital Ekpene Obom,Random,Akwa-Ibom,Etinan,SECONDARY,NGA,4.8612735,7.8205514,57.5,4.1,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,450000
NGA_000240,Fatima Musa Kuliya,Nigeria,General Hospital Hadejia,Random,Jigawa,Hadejia,SECONDARY,NGA,12.4453804,10.0481418,379.6,4.5,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,179000
NGA_000454,Udom Ndifreke,Nigeria,General Hospital Etinan,Random,Akwa-Ibom,Etinan,SECONDARY,NGA,4.8255834,7.8657035,51.6,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,216600
NGA_000260,Daniel Olawuyi,Nigeria,General Hospital Tiga,Panel,Kano,Bebeji,SECONDARY,NGA,11.4810258,8.3580909,564.3,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,850000
NGA_000275,Daniel Olawuyi,Nigeria,Comprehensive Health Centre Karaye,Random,Kano,Karaye,PRIMARY,NGA,11.7892079,8.0157777,567.8,4,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,467580
NGA_000699,Excel Michael,Nigeria,Ejigbo - Baptist Hospital Ejigbo,Random,Osun,Ejigbo,PRIMARY,NGA,7.8969168,4.3199707,368.6,4.5,SPECIALTY HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,138000
NGA_000204,Abubakar Dotti,Nigeria,General Hospital Dukku,Random,Gombe,Dukku,SECONDARY,NGA,10.8178797,10.7814112,499.2,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,351700
NGA_000365,Jonathan Chinedu,Nigeria,St Patrick'S Hospital Mile 4,Panel,Ebonyi,Ebonyi,SECONDARY,NGA,6.3634258,8.0698777,0,2300,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,570000
NGA_000371,Jonathan Chinedu,Nigeria,Health Centre Echara,Random,Ebonyi,Ikwo,PRIMARY,NGA,6.1237994,8.164073,0,2500,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,100000
NGA_000378,Jonathan Chinedu,Nigeria,General Hospital Ezzamgbo,Random,Ebonyi,Ohaukwu,SECONDARY,NGA,6.395872,7.9768265,0,2700,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,20000
NGA_000716,Ferdinand Gold Nzubechi,Nigeria,Baptist Medical Centre Saki,Panel,Oyo,Saki-West,SECONDARY,NGA,8.6624965,3.4002223,506.7,3.9,HEALTH CENTRE,,OTHER (SPECIFY),Baptist Church,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,433000
NGA_000512,Udom Ndifreke,Nigeria,St Athanasius Hospital Uyo,Random,Akwa-Ibom,Uyo,SECONDARY,NGA,5.0240795,7.9136903,86.3,4.9,SPECIALTY HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,5000
NGA_000659,Ademola femi,Nigeria,General Hospital Ijebu Ife,Random,Ogun,Ijebu-East,SECONDARY,NGA,6.784832,4.0244364,90.4,3.9,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,10569
NGA_000557,Egbe Faustina Ndidiamaka,Nigeria,Central Hospital (Mariere Memorial) Ughelli,Random,Delta,Ughelli-North,SECONDARY,NGA,5.4926634,5.9834799,29.9,4.5,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,439000
NGA_000558,Egbe Faustina Ndidiamaka,Nigeria,General Hospital Otu-Jeremi,Random,Delta,Ughelli-South,SECONDARY,NGA,5.4329914,5.8756542,28.2,3.9,OTHER GENERAL HOSPITAL,,OTHER (SPECIFY),State Referal,RURAL,BOTH OUT AND INPATIENT,SECONDARY,291400
NGA_000713,Ferdinand Gold Nzubechi,Nigeria,Baptist Hospital Ogbomosho (Bowen University Teaching Hospital),Panel,Oyo,Ogbomoso-North,TERTIARY,NGA,8.1332115,4.234215,388.6,5.7,OTHER (SPECIFY),Private teaching hospital,MISSION/FAITH-BASED,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,656000
NGA_000388,Okafor Ogochukwu Nwamaka,Nigeria,Ezeagu - Primary Health Centre Agba-Umana,Random,Enugu,Ezeagu,PRIMARY,NGA,6.3394072,7.2001519,41,3,HEALTH CENTRE,,OTHER (SPECIFY),Both Health Center & Ministry of Health,RURAL,OUTPATIENT ONLY,PRIMARY,244900
NGA_000712,Ferdinand Gold Nzubechi,Nigeria,Our Lady Catholic Hospital Iseyin,Random,Oyo,Iseyin,SECONDARY,NGA,7.9819847,3.5891234,353.9,4.7,OTHER (SPECIFY),Private,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,365000
NGA_000551,Egbe Faustina Ndidiamaka,Nigeria,Ndokwa West - Brema Hospital Kwale,Random,Delta,Ndokwa-West,PRIMARY,NGA,5.6855228,6.4241177,45.5,4.2,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,3500
NGA_000368,Jonathan Chinedu,Nigeria,Ezza South - Health Centre Ezzama,Random,Ebonyi,Ezza-South,PRIMARY,NGA,6.1630206,8.0248709,0,2500,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,198793
NGA_000300,Jonathan Chinedu,Nigeria,New Era Specialist Hospital Aba,Panel,Abia,Aba-South,SECONDARY,NGA,5.1144771,7.3872816,0,2100,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200000
NGA_000446,Ebenezer George Ebenezer,Nigeria,Cottage Hospital Ekpene Obo,Panel,Akwa-Ibom,Esit-Eket,SECONDARY,NGA,4.6671919,8.0163501,37.9,2800,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,44000
NGA_000555,Egbe Faustina Ndidiamaka,Nigeria,Central Hospital Sapele,Random,Delta,Sapele,SECONDARY,NGA,5.8999019,5.6811592,28.6,4,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,500000
NGA_000543,Egbe Faustina Ndidiamaka,Nigeria,General Hospital Oghara,Panel,Delta,Ethiope-West,SECONDARY,NGA,5.9452381,5.6559419,34.8,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,200000
NGA_000499,Udom Ndifreke,Nigeria,Comprehensive Health Centre Mbiaya Uruan,Random,Akwa-Ibom,Uruan,PRIMARY,NGA,5.0987703,7.9943369,34.7,3.9,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,230000
NGA_000550,Egbe Faustina Ndidiamaka,Nigeria,Central Hospital Oleh,Random,Delta,Isoko-South,SECONDARY,NGA,5.4779665,6.2056343,59.6,4.7,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,195000
NGA_000349,Aduaka Izuchukwu,Nigeria,Diocesan Hospital Amichi,Random,Anambra,Nnewi-South,SECONDARY,NGA,5.9952268,6.9654231,199.1,4.8,MATERNAL/CHILD HEALTH CLINIC,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,87000
NGA_000547,Egbe Faustina Ndidiamaka,Nigeria,Central Hospital Agbor,Random,Delta,Ika-South,SECONDARY,NGA,6.256447,6.1827816,155.1,4.4,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,600000
NGA_000320,Aduaka Izuchukwu,Nigeria,General Hospital Ekwulobia,Random,Anambra,Aguata,SECONDARY,NGA,6.0183794,7.0758276,310.5,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,440000
NGA_000340,Aduaka Izuchukwu,Nigeria,Primary Health Centre Irefi Oraifite,Random,Anambra,Ekwusigo,PRIMARY,NGA,6.0016251,6.85858,120.1,4.6,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,172000
NGA_000190,GIFT ONAH ADDIYA,Nigeria,Apple Clinic Bauchi,Random,Bauchi,Bauchi,PRIMARY,NGA,10.3010727495778,9.82376824444115,43.2,4.7,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,881600
NGA_000231,ABARE IBRAHIM,Nigeria,General Hospital Potiskum,Panel,Yobe,Potiskum,SECONDARY,NGA,11.722372,11.0688976,439.5,4.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,100000
NGA_000191,GIFT ONAH ADDIYA,Nigeria,Niima Consultant Hospital Bauchi,Panel,Bauchi,Bauchi,SECONDARY,NGA,10.2979250627897,9.81595570184309,43.1,3.9,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,881600
NGA_000040,Joy Ezeh,Nigeria,Central Hospital Anyiin,Random,Benue,Logo,SECONDARY,NGA,7.4915227015595,9.4621187574,45.3,3.9,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,150000
NGA_000161,Ibrahim Abdullahi,Nigeria,General Hospital Mokwa,Random,Niger,Mokwa,SECONDARY,NGA,9.2904321,5.0610514,18.7,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,416600
NGA_000043,Joy Ezeh,Nigeria,Local Government Health Centre Mchia,Random,Benue,Logo,PRIMARY,NGA,7.61904942116646,9.75128167621209,44.9,3.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,570350
NGA_000118,Excel Michael,Nigeria,General Hospital Ilorin,Random,Kwara,Ilorin-West,SECONDARY,NGA,8.4790675,4.5338386,363,5,NATIONAL REFERRAL HOSPITAL,,UNIVERSITY,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,1500120
NGA_000465,Udom Ndifreke,Nigeria,St Theresa Hospital (St Theresa Hospital Use Abat),Random,Akwa-Ibom,Ibiono-Ibom,SECONDARY,NGA,5.1120536,7.845318,118.1,4.3,OTHER GENERAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,44000
NGA_000155,Ibrahim Abdullahi,Nigeria,Etsu Umaru Sanda General Hospital Bida,Panel,Niger,Bida,SECONDARY,NGA,9.0968476,6.024558,118.6,4.7,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,5000
NGA_000072,GIFT ONAH ADDIYA,Nigeria,General Hospital Abaji,Panel,Fct,Abaji,SECONDARY,NGA,8.48646545633429,6.94417475415545,167.5,4.8,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,4500800
NGA_000343,Aduaka Izuchukwu,Nigeria,Immaculate Heart Hospital Nkpor,Panel,Anambra,Idemili-North,SECONDARY,NGA,6.1490979,6.8395119,184.7,4.9,SPECIALTY HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,327000
NGA_000409,Okafor Ogochukwu Nwamaka,Nigeria,Health Centre Ozalla Ezimo,Random,Enugu,Udenu,PRIMARY,NGA,6.8794604,7.5075717,394.1,4.6,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,156000
NGA_000602,Egbe Faustina Ndidiamaka,Nigeria,Cottage Hospital Woji,Random,Rivers,Obio-Akpor,SECONDARY,NGA,4.816208,7.0591383,36,4.8,DISTRICT HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,878000
NGA_000408,Okafor Ogochukwu Nwamaka,Nigeria,Health Centre Obollo-Afor,Random,Enugu,Udenu,PRIMARY,NGA,6.914709,7.5194434,487.6,4,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,195000
NGA_000412,Okafor Ogochukwu Nwamaka,Nigeria,Primary Health Centre Abor,Random,Enugu,Udi,PRIMARY,NGA,6.4745867,7.41528,483.3,4.7,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,86000
NGA_000393,Okafor Ogochukwu Nwamaka,Nigeria,District Hospital Enugu- Ezike,Panel,Enugu,Igbo-Eze-North,SECONDARY,NGA,6.9838552,7.4535888,465.9,4.2,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,72000
NGA_000096,GIFT ONAH ADDIYA,Nigeria,General Hospital Bwari,Panel,Fct,Bwari,SECONDARY,NGA,9.28079665623959,7.38507644660076,571,4.7,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,500100
NGA_000491,Ebenezer George Ebenezer,Nigeria,Cottage Hospital Ikot Eko Ibon,Random,Akwa-Ibom,Onna,SECONDARY,NGA,4.6135086,7.8052654,21.1,3.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,94000
NGA_000482,Ebenezer George Ebenezer,Nigeria,Cottage Hospital Ikot Abia,Random,Akwa-Ibom,Mkpat-Enin,SECONDARY,NGA,4.6841565,7.7370668,28.8,4.6,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,SECONDARY,102000
NGA_000504,Ebenezer George Ebenezer,Nigeria,Health Centre Oyoku Ibighi,Random,Akwa-Ibom,Urue-Offong-Oruko,PRIMARY,NGA,4.7801705,8.1976106,28.2,4.9,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,73000
NGA_000507,Ebenezer George Ebenezer,Nigeria,Life Care Clinic,Panel,Akwa-Ibom,Uyo,SECONDARY,NGA,5.0289216,7.9376264,67.5,3.9,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,270000
NGA_000447,Ebenezer George Ebenezer,Nigeria,Health Centre Idung Assan,Random,Akwa-Ibom,Esit-Eket,PRIMARY,NGA,4.660069,8.1316584,15.6,4.8,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,76000
NGA_000509,Ebenezer George Ebenezer,Nigeria,Primary Health Centre Ikot Ayan Ikono,Random,Akwa-Ibom,Uyo,PRIMARY,NGA,4.9930966,7.8335617,58.8,4.3,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,62000
NGA_000297,Hassan Usman Bello,Nigeria,Primary Health Centre Gabake Dan Maliki,Random,Zamfara,Kaura-Namoda,PRIMARY,NGA,12.6110742545442,6.68861999808418,44.7,3.5,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,780600
NGA_000477,Udom Ndifreke,Nigeria,Mary Slessor General Hospital Itu,Random,Akwa-Ibom,Itu,SECONDARY,NGA,5.2051883,8.0000687,91.2,4.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,109000
NGA_000449,Udom Ndifreke,Nigeria,Health Centre Ekpenyong 1 Midim Atan,Random,Akwa-Ibom,Essien-Udim,PRIMARY,NGA,5.063607,7.6400512,96.3,4.5,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,95000
NGA_000117,Excel Michael,Nigeria,Sobi Specialist Hospital,Panel,Kwara,Ilorin-South,SECONDARY,NGA,8.5354106,4.539307,331,4.9,SPECIALTY HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,532000
NGA_000358,Aduaka Izuchukwu,Nigeria,Comprehensive Health Centre Umunya,Random,Anambra,Oyi,PRIMARY,NGA,6.2085586,6.9113028,193.5,4.5,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,123000
NGA_000159,Ibrahim Abdullahi Lapai,Nigeria,General Hospital Lapai (Cottage Hospital Lapai),Random,Niger,Lapai,SECONDARY,NGA,9.0526954,6.570943,108.8,4.6,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,250700
NGA_000339,Aduaka Izuchukwu,Nigeria,General Hospital Oraifite,Random,Anambra,Ekwusigo,SECONDARY,NGA,5.9998033,6.8385617,65.5,5,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,32000
NGA_000167,Daniel Musa pambi,Nigeria,Cottage Hospital Bassa,Random,Plateau,Bassa,SECONDARY,NGA,9.9551677,8.742824,1156.3,3.9,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,279300
NGA_000102,Obadiah Enuseh Anita,Nigeria,Gwagwalada Clinic And Maternity,Random,Fct,Gwagwalada,SECONDARY,NGA,8.9348161,7.078873,190.6,4.1,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,537000
NGA_000334,Aduaka Izuchukwu,Nigeria,"Chukwuemeka Odumegwu Ojukwu University Teaching (COOUTH) Amaku, Awka",Random,Anambra,Awka-South,SECONDARY,NGA,6.2255927,7.0785923,159.2,4.7,NATIONAL REFERRAL HOSPITAL,,UNIVERSITY,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2171900
NGA_000288,Garba Muyi Lawan,Nigeria,General Hospital Wudil,Random,Kano,Wudil,SECONDARY,NGA,11.799091627582,8.84600831225689,45.6,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,185189
NGA_000114,Excel Michael,Nigeria,Comprehensive Health Centre Shonga,Random,Kwara,Edu,PRIMARY,NGA,9.0102133,5.1509004,148,5,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,260800
NGA_000175,Ibrahim Abdullahi Lapai,Nigeria,Cottage Hospital Kwalla,Panel,Plateau,Qua-An-Pan,SECONDARY,NGA,8.91642099834689,9.28885252033842,42.8,2.9,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,400250
NGA_000176,Ibrahim Abdullahi Lapai,Nigeria,Qua'An Pan - St Virgilius Centre Namu,Random,Plateau,Qua-An-Pan,SECONDARY,NGA,9.90887475318849,8.74170046919936,68.2,2.3,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,150230
NGA_000067,Joy Ezeh,Nigeria,Nkst Hospital Mbaakon,Random,Benue,Vandeikya,SECONDARY,NGA,6.91150487380057,9.11586130271709,69.2,4.1,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,92400
NGA_000062,Joy Ezeh,Nigeria,General Hospital Lessel,Random,Benue,Ushongo,SECONDARY,NGA,7.13062111140096,9.01902744766258,68,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,88500
NGA_000163,Excel Michael,Nigeria,General Hospital Suleja,Panel,Niger,Suleja,SECONDARY,NGA,9.1926881,7.1845824,0,2100,OTHER GENERAL HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,360240
NGA_000242,Fatima Musa Kuliya,Nigeria,General Hospital Kafin Hausa,Random,Jigawa,Kafin-Hausa,SECONDARY,NGA,12.2345024,9.912088,388.1,0.7,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,430500
NGA_000233,Fatima Musa Kuliya,Nigeria,General Hospital Birniwa,Random,Jigawa,Biriniwa,SECONDARY,NGA,12.7867724,10.240912,376.9,4.9,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,39334
NGA_000045,Joy Ezeh,Nigeria,Nkst Hospital Anyiin,Random,Benue,Logo,SECONDARY,NGA,7.51042705666842,9.34490900189307,65.6,3.9,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,136000
NGA_000290,Jameel Hkadijah Muhammad,Nigeria,General Hospital Jega,Random,Kebbi,Jega,SECONDARY,NGA,12.2295088821566,4.37477469735831,46.5,3.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3790600
NGA_000289,Jameel Hkadijah Muhammad,Nigeria,Sir Yahya Memorial Hospital,Panel,Kebbi,Birnin-Kebbi,SECONDARY,NGA,12.4560156273954,4.20062202608915,44.4,2.9,OTHER GENERAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3950150
NGA_000215,Hassan Usman Bello,Nigeria,First Referal Hospital Mutum Biyu,Panel,Taraba,Gassol,SECONDARY,NGA,8.61875516146455,10.7552801578497,44.1,3.9,NATIONAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,324749
NGA_000216,Hassan Usman Bello,Nigeria,Primary Health Centre Mutum Biyu,Random,Taraba,Gassol,PRIMARY,NGA,10.7753229577455,8.64393505694612,45.7,4.6,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,190680
NGA_000124,Aminu Adambe Haruna,Nigeria,Karu - Health Hospital Kay,Panel,Nasarawa,Karu,SECONDARY,NGA,9.0249488,7.6000717,440.3,60,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,385525
NGA_000217,Hassan Usman Bello,Nigeria,Primary Health Centre Sarkin Kudu,Random,Taraba,Ibi,PRIMARY,NGA,9.70255271267976,8.32336903258142,46.4,2.4,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,230450
