Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,with lab,without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts
IDN_000279,PUSKESMAS KUNCIRAN BARU,Banten,Kota Tangerang,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,28641,100,100,0,100,100,94.88888888888889,92.0,"[70.0, 80.0, 80.0, 80.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",76.0,100.0,100.0,97.77777777777779,"[88.88888888888889, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,53.333333333333336,100.0,,60.0,0.0,87.5,2,"[100.0, 75.0]",100.0,50.0,100.0,100.0,82.67513124725363,53.333333333333336,100.0,25.862068965517242,100.0,99.53051643192488,100.0,100.0,2,100.0,"[100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,59.25925925925926,59.25925925925926,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,,0.0,35.0,0.0
IDN_000121,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,West Java,Kabupaten Bandung,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,83.7797619047619,,[],,,,83.7797619047619,"[75.0, nan, 83.33333333333333, 89.28571428571429, 87.5]","[100, 100, 50, nan, nan, 100, 0, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 75, 75, 50, nan, nan, 100, 100, 100, nan, 75, 100, 50, nan, nan, 100, 100, 100, 100, 75, 100, 75, nan, 50, 100, 100, 100, 100]",81.25,93.75,56.25,,50.0,100.0,75.0,100.0,100.0,0.0,[],0,,,,,,,,,,,0,[],,,,,100.0,,100.0,100.0,,,,,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,100.0,100.0,0.0,100.0,100.0,100.0,50.0,0.0,100.0,77.77777777777777,77.77777777777777,,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,,,999.0,999.0
IDN_000091,PUSKESMAS BALONGBENDO,East Java,Kabupaten Sidoarjo,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,60000,100,100,100,100,100,95.29861111111111,94.0,"[80.0, 80.0, 80.0, 90.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",82.0,100.0,100.0,96.59722222222221,"[86.11111111111111, 100.0, 96.875, 100.0, 100.0]","[100, 100, 100, 100, 75, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 75, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,95.0,100.0,95.0,100.0,100.0,80.0,100.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,73.33333333333334,,20.0,100.0,100.0,25.0,5,"[25.0, 25.0, 25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,74.58448117539027,73.33333333333334,50.0,25.0,100.0,99.17355371900827,,100.0,5,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,70.37037037037037,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,,,89.0,999.0
IDN_000296,PUSKESMAS TAJUR,Banten,Kota Tangerang,PRIMARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,37970,100,100,0,100,100,95.83333333333334,91.66666666666667,"[80.0, 80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,100.0,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,[],0,,,,,66.66666666666667,100.0,,100.0,0.0,83.33333333333333,3,"[75.0, 75.0, 100.0]",33.333333333333336,100.0,100.0,100.0,81.66666666666666,66.66666666666667,93.33333333333333,11.666666666666668,100.0,100.0,100.0,100.0,3,100.0,"[100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,55.55555555555556,,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,,0.0,45.0,0.0
IDN_000387,PUSKESMAS JEMBER KIDUL,East Java,Kabupaten Jember,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,34956,100,100,0,100,100,89.66666666666666,79.33333333333333,"[80.0, 80.0, 80.0, 80.0, 70.0, 50.0, 50.0, 50.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.0,60.0,100.0,100.0,"[100.0, 100.0, 100.0, nan, nan]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,[],0,,,,,60.0,100.0,,0.0,80.0,,0,[],,,,,80.86317214224191,60.0,100.0,7.5925925925925934,100.0,98.44961240310077,100.0,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,50.0,0.0,100.0,66.66666666666667,66.66666666666667,,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,,11.920529801324504,453.0,54.0
IDN_000159,PUSKESMAS WONOAYU,East Java,Kabupaten Sidoarjo,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,61603,100,100,100,100,100,96.66666666666666,93.33333333333333,"[80.0, 80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,100.0,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,,0.0,100.0,100.0,25.0,5,"[25.0, 25.0, 25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,79.1070219966159,66.66666666666667,100.0,11.833333333333334,100.0,96.14213197969544,,100.0,5,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,51.851851851851855,51.851851851851855,,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,,,102.0,999.0
IDN_000117,RS Umum Daerah Majalaya,West Java,Kabupaten Bandung,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,0,100,100,95.55555555555556,,[],,,,95.55555555555556,"[100.0, 100.0, 100.0, 100.0, 77.77777777777777]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100]",100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,66.66666666666667,"[100, 100, 0, nan]",100,100.0,100.0,0.0,,,,,,,,0,[],,,,,100.0,,100.0,100.0,,,,,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,51.851851851851855,51.851851851851855,,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,,21.428571428571427,14.0,3.0
IDN_000104,RS Umum Wava Husada,East Java,Kabupaten Malang,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,95.77777777777777,92.66666666666667,"[80.0, 70.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",78.0,100.0,100.0,98.88888888888889,"[100.0, 100.0, 94.44444444444444, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,66.66666666666667,100.0,,0.0,100.0,,0,[],,,,,57.490439319582805,66.66666666666667,77.33537519142419,5.9405940594059405,20.0,,100.0,75.0,0,,[],16.666666666666664,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.77777777777777,77.77777777777777,,100.0,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,,0.0,653.0,0.0
IDN_000309,PUSKESMAS BUGEL,Banten,Kota Tangerang,PRIMARY,HEALTH CENTRE,,OTHER (SPECIFY),Pemerintah daerah,URBAN,OUTPATIENT ONLY,PRIMARY,45983,100,100,100,100,100,88.35858585858585,90.60606060606061,"[80.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666667, 50.0, 100.0, 100.0, 100.0, 100.0]",96.0,66.66666666666667,90.0,86.11111111111111,"[100.0, 77.77777777777777, 75.0, 88.88888888888889, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,60.0,95.0,100.0,100.0,100.0,20.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,86.66666666666667,0.0,100.0,80.0,100.0,50.0,2,[50.0],100.0,0.0,100.0,0.0,85.74074074074075,86.66666666666667,27.77777777777778,100.0,,100.0,100.0,100.0,2,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37.03703703703704,37.03703703703704,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,,91.42857142857143,35.0,32.0
IDN_000297,PUSKESMAS PORIS PELAWAD,Banten,Kota Tangerang,PRIMARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,67075,100,100,0,100,100,93.75,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,87.5,"[86.11111111111111, 88.88888888888889, nan, 86.11111111111111, 88.88888888888889]","[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,93.75,100.0,93.75,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,25.0,3,"[25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,75.24116743471583,100.0,88.57142857142857,20.967741935483872,,100.0,,66.66666666666667,3,0.0,"[0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,14.814814814814815,14.814814814814815,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,4.0,999.0
IDN_000182,PUSKESMAS DUKU PUNTANG,West Java,Kabupaten Cirebon,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,32000,100,100,0,100,100,81.75,76.0,"[50.0, 50.0, 50.0, 50.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0]",52.0,,100.0,87.5,"[87.5, 91.66666666666667, 88.88888888888889, 83.33333333333333, 86.11111111111111]","[100, 100, 75, 75, 50, 100, 100, 100, nan, 100, 100, 75, 75, 75, 100, 100, 100, 100, 100, 100, 75, 75, 50, 100, 100, 100, 100, 100, 75, 75, 50, 50, 100, 100, 100, 100, 100, 100, 50, 75, 50, 100, 100, 100, 100]",100.0,95.0,70.0,70.0,55.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,46.66666666666667,,40.0,100.0,0.0,25.0,2,"[25.0, 25.0]",100.0,0.0,0.0,0.0,36.42135642135642,46.66666666666667,47.14285714285714,15.454545454545453,,,,,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,,100.0,100.0,,50.0,0.0,100.0,29.62962962962963,29.62962962962963,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,17.142857142857142,70.0,12.0
IDN_000440,RS Umum Daerah Waled,West Java,Kabupaten Cirebon,SECONDARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,320000,100,100,100,100,0,79.16666666666666,74.44444444444444,"[60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 66.66666666666667, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",60.0,63.333333333333336,100.0,83.88888888888889,"[83.33333333333333, 91.66666666666667, 83.33333333333333, 80.55555555555556, 80.55555555555556]","[100, 75, 75, 50, 50, 100, 100, 100, 100, 100, 100, 75, 75, 75, 100, 100, 100, 100, 75, 100, 50, 75, 50, 100, 100, 100, 100, 75, 75, 50, 75, 50, 100, 100, 100, 100, 75, 75, 50, 75, 50, 100, 100, 100, 100]",85.0,85.0,60.0,70.0,55.0,100.0,100.0,100.0,100.0,66.66666666666667,"[100, 100, 0, nan]",100,100.0,100.0,0.0,,33.333333333333336,,0.0,100.0,0.0,,0,[],,,,,44.803399852180334,33.333333333333336,74.54545454545455,16.13821138211382,100.0,,,0.0,0,,[],16.666666666666664,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,85.18518518518519,85.18518518518519,,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,,0.0,243.0,0.0
IDN_000234,PUSKESMAS GEDANGAN,East Java,Kabupaten Sidoarjo,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,79860,100,100,100,100,100,97.14285714285714,94.28571428571429,"[80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.0,100.0,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,"[100, 100, 100, 100]",100,100.0,100.0,100.0,100.0,66.66666666666667,,0.0,100.0,100.0,25.0,5,"[25.0, 25.0, 25.0, 25.0, 25.0]",100.0,0.0,0.0,0.0,80.18817204301075,66.66666666666667,100.0,15.0,100.0,99.46236559139786,,100.0,5,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,0.0,100.0,55.55555555555556,55.55555555555556,,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,,,999.0,999.0
IDN_000115,RSAU dr. M. Salamun,West Java,Kota Bandung,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MILITARY/POLICE/NATIONAL GUARD,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,98.88888888888889,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",100.0,100.0,100.0,97.77777777777779,"[100.0, 100.0, 88.88888888888889, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,,0,[],,,,,78.2625,100.0,100.0,9.575,60.0,,100.0,100.0,0,,[],16.666666666666664,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,,,100.0,,,,,,,,,,,,100.0,100.0,100.0,100.0,,,,100.0,,200.0,200.0
IDN_000105,RS Umum Delta Surya,East Java,Kabupaten Sidoarjo,SECONDARY,OTHER GENERAL HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,95.75,94.0,"[80.0, 80.0, 90.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",82.0,100.0,100.0,97.5,"[100.0, 100.0, 100.0, 87.5, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,,100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,73.33333333333334,,20.0,100.0,100.0,,0,[],,,,,77.39699642035892,73.33333333333334,100.0,1.5137614678899083,100.0,89.53488372093024,,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,600.0,999.0
IDN_000264,RS Umum Daerah Sidoarjo,East Java,Kabupaten Sidoarjo,TERTIARY,DISTRICT HOSPITAL,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,9,100,100,100,100,100,97.33333333333334,94.66666666666667,"[80.0, 80.0, 80.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",84.0,100.0,100.0,100.0,"[100.0, 100.0, 100.0, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,"[100, 100, 100, nan]",100,100.0,100.0,100.0,,80.0,,40.0,100.0,100.0,,0,[],,,,,73.82658658329218,80.0,98.33333333333333,7.344632768361582,100.0,57.28155339805825,,100.0,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.5925925925926,92.5925925925926,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,,,1265.0,999.0
IDN_000290,PUSKESMAS TANAH TINGGI,Banten,Kota Tangerang,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,OUTPATIENT ONLY,PRIMARY,62000,100,100,0,100,100,94.22727272727272,93.45454545454545,"[81.81818181818181, 80.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",80.36363636363636,100.0,100.0,95.0,"[100.0, 87.5, 87.5, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan]",100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,,75.0,"[100, 0, 100, 100]",100,100.0,0.0,100.0,100.0,68.33333333333334,100.0,100.0,0.0,100.0,41.666666666666664,3,"[25.0, 75.0, 25.0]",33.333333333333336,0.0,33.333333333333336,100.0,71.96812233186367,68.33333333333334,100.0,16.136363636363637,100.0,99.30715935334872,100.0,20.0,3,33.333333333333336,"[0, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,50.0,0.0,100.0,40.74074074074074,40.74074074074074,,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,,0.0,46.0,0.0
